4   1.5000    0.1719   -0.2021
   0.1447   -0.4498   -0.4353    26.232
   0.0331    0.0154   -7.5407     6.664
   0.3985   -0.0202    2.2303     0.000
   0.0000   -0.0000    9.5997     6.654
