4   1.5000    0.1892   -0.1450
   0.1620   -0.3533   -0.5440    13.294
   0.4122   -0.0267    3.1517     0.000
   0.0000    0.0000    6.2877     3.973
   0.0755    0.0414   -3.8862     4.066
