1 4
0.0 	0.0  17.0 0.001 1.0 0. 0.0 0
0.0726 0.0480 9.7 0.0010 0.97 0. 0.0 0
0.4117 -0.0280 8.3 0.001 5.0 0.0 0.0 0
0.1619 -0.3680 1.3 0.006 5.0 0. 0.0 0
