gauss lens 1 1  1.448255e+02 10
gauss lens 1 2 1.813052e-01  0.03
gauss lens 1 3 -1.695153e-01 0.03
gauss lens 1 4 2.715342e-01 0.05
gauss lens 1 5 9.778632e+01 5

gauss lens 2 1  1.236597e+02 10
gauss lens 2 2 1.591186e-01 0.03
gauss lens 2 3 -1.851891e-01 0.03
gauss lens 2 4 8.318106e-01 0.05
gauss lens 2 5 7.375165e+00 5

gauss point 1 2 1.907543e-01 0.03
gauss point 1 3 -1.467308e-01 0.03
