#
# Columns: x1 y1 u1 v1 x2 y2 u2 v2
#
# To plot the image plane curves, connect each (x1,y1)
# to the (x2,y2) on the same line -- do *not* connect
# consecutive lines!
#
# To plot the source plane curves, do the same for
# (u1,v1) and (u2,v2).
#
  4.581378990864e-01  4.095840761070e-01  7.232414140349e-01  8.402347068546e-01   4.407811021907e-01  4.142627126547e-01  7.182374789925e-01  8.343713939097e-01
  4.407811021907e-01  4.142627126547e-01  7.182374789925e-01  8.343713939097e-01   4.347856976123e-01  4.160300749829e-01  7.164785883833e-01  8.323859790030e-01
  4.347856976123e-01  4.160300749829e-01  7.164785883833e-01  8.323859790030e-01   4.262618353044e-01  4.186832342298e-01  7.139535159232e-01  8.296008756026e-01
  4.262618353044e-01  4.186832342298e-01  7.139535159232e-01  8.296008756026e-01   4.105260789915e-01  4.240367387024e-01  7.092246827367e-01  8.245825011580e-01
  4.105260789915e-01  4.240367387024e-01  7.092246827367e-01  8.245825011580e-01   3.997794841443e-01  4.280540841443e-01  7.059523357530e-01  8.212533752582e-01
  3.997794841443e-01  4.280540841443e-01  7.059523357530e-01  8.212533752582e-01   3.775246359764e-01  4.373974745708e-01  6.990949368364e-01  8.146363721965e-01
  3.775246359764e-01  4.373974745708e-01  6.990949368364e-01  8.146363721965e-01   3.597022334636e-01  4.459905079683e-01  6.935599072362e-01  8.096332560503e-01
  3.597022334636e-01  4.459905079683e-01  6.935599072362e-01  8.096332560503e-01   3.336576842344e-01  4.606362849488e-01  6.854921219619e-01  8.028579684085e-01
  3.336576842344e-01  4.606362849488e-01  6.854921219619e-01  8.028579684085e-01   3.212477820325e-01  4.686364728392e-01  6.816975787759e-01  7.998797032003e-01
  3.212477820325e-01  4.686364728392e-01  6.816975787759e-01  7.998797032003e-01   3.044492857627e-01  4.807223450437e-01  6.766665141508e-01  7.961374932191e-01
  3.044492857627e-01  4.807223450437e-01  6.766665141508e-01  7.961374932191e-01   2.859578688297e-01  4.960371208988e-01  6.713551332948e-01  7.924501266567e-01
  2.859578688297e-01  4.960371208988e-01  6.713551332948e-01  7.924501266567e-01   2.810164168885e-01  5.005546210603e-01  6.699930218875e-01  7.915501436206e-01
  2.810164168885e-01  5.005546210603e-01  6.699930218875e-01  7.915501436206e-01   2.623659932918e-01  5.196157112969e-01  6.651667422503e-01  7.885241604590e-01
  2.623659932918e-01  5.196157112969e-01  6.651667422503e-01  7.885241604590e-01   2.560833436179e-01  5.268954766000e-01  6.636876471236e-01  7.876523328506e-01
  2.560833436179e-01  5.268954766000e-01  6.636876471236e-01  7.876523328506e-01   2.553119373143e-01  5.278246430259e-01  6.635124602368e-01  7.875509796156e-01
  2.553119373143e-01  5.278246430259e-01  6.635124602368e-01  7.875509796156e-01   2.530923961277e-01  5.305442965631e-01  6.630169773549e-01  7.872666109681e-01
  2.530923961277e-01  5.305442965631e-01  6.630169773549e-01  7.872666109681e-01   2.301053974974e-01  5.638427701554e-01  6.588966145306e-01  7.850567675599e-01
  2.301053974974e-01  5.638427701554e-01  6.588966145306e-01  7.850567675599e-01   2.177499969842e-01  5.876949353079e-01  6.579396281888e-01  7.846018612505e-01
  2.177499969842e-01  5.876949353079e-01  6.579396281888e-01  7.846018612505e-01   2.110741957052e-01  6.037731604555e-01  6.581333913579e-01  7.846834138106e-01
  2.110741957052e-01  6.037731604555e-01  6.581333913579e-01  7.846834138106e-01   2.045959337088e-01  6.232290354239e-01  6.592023100720e-01  7.851045945197e-01
  2.045959337088e-01  6.232290354239e-01  6.592023100720e-01  7.851045945197e-01   1.989745112605e-01  6.463736124482e-01  6.615831175442e-01  7.859552155797e-01
  1.989745112605e-01  6.463736124482e-01  6.615831175442e-01  7.859552155797e-01   1.948404903990e-01  6.753810962012e-01  6.661408038328e-01  7.873848537956e-01
  1.948404903990e-01  6.753810962012e-01  6.661408038328e-01  7.873848537956e-01   1.938885977636e-01  6.901610113220e-01  6.690918942612e-01  7.882094476693e-01
  1.938885977636e-01  6.901610113220e-01  6.690918942612e-01  7.882094476693e-01   1.940113193788e-01  7.167561881512e-01  6.754015581126e-01  7.897642180507e-01
  1.940113193788e-01  7.167561881512e-01  6.754015581126e-01  7.897642180507e-01   1.953342228290e-01  7.343968753522e-01  6.802578925940e-01  7.907963808513e-01
  1.953342228290e-01  7.343968753522e-01  6.802578925940e-01  7.907963808513e-01   1.968183723046e-01  7.466855291453e-01  6.839411575358e-01  7.914950049599e-01
  1.968183723046e-01  7.466855291453e-01  6.839411575358e-01  7.914950049599e-01   1.999755176389e-01  7.655762299364e-01  6.900630359744e-01  7.925092667514e-01
  1.999755176389e-01  7.655762299364e-01  6.900630359744e-01  7.925092667514e-01   2.015472880103e-01  7.732137844295e-01  6.926906380546e-01  7.928916810032e-01
  2.015472880103e-01  7.732137844295e-01  6.926906380546e-01  7.928916810032e-01   2.027236404251e-01  7.784582215534e-01  6.945442458449e-01  7.931431563639e-01
  2.027236404251e-01  7.784582215534e-01  6.945442458449e-01  7.931431563639e-01   2.139579769012e-01  8.176137848372e-01  7.095885077054e-01  7.946574658577e-01
  2.139579769012e-01  8.176137848372e-01  7.095885077054e-01  7.946574658577e-01   2.151748587746e-01  8.211283008108e-01  7.110376331804e-01  7.947560512179e-01
  2.151748587746e-01  8.211283008108e-01  7.110376331804e-01  7.947560512179e-01   2.295886928340e-01  8.571315873539e-01  7.267364774987e-01  7.953205914210e-01
  2.295886928340e-01  8.571315873539e-01  7.267364774987e-01  7.953205914210e-01   2.315595710749e-01  8.614601000000e-01  7.287226291049e-01  7.953277087244e-01
  2.315595710749e-01  8.614601000000e-01  7.287226291049e-01  7.953277087244e-01   2.416087478380e-01  8.820033147069e-01  7.384121249866e-01  7.951592139734e-01
  2.416087478380e-01  8.820033147069e-01  7.384121249866e-01  7.951592139734e-01   2.510479876242e-01  8.994507941458e-01  7.469575778289e-01  7.947320512395e-01
  2.510479876242e-01  8.994507941458e-01  7.469575778289e-01  7.947320512395e-01   2.532475386757e-01  9.033081835252e-01  7.488827695931e-01  7.945997730760e-01
  2.532475386757e-01  9.033081835252e-01  7.488827695931e-01  7.945997730760e-01   2.559795873252e-01  9.080024806678e-01  7.512421437479e-01  7.944195292866e-01
  2.559795873252e-01  9.080024806678e-01  7.512421437479e-01  7.944195292866e-01   2.652823905150e-01  9.232627058685e-01  7.590293027658e-01  7.936821093688e-01
  2.652823905150e-01  9.232627058685e-01  7.590293027658e-01  7.936821093688e-01   2.730176096742e-01  9.352076018297e-01  7.652381772469e-01  7.929357511780e-01
  2.730176096742e-01  9.352076018297e-01  7.652381772469e-01  7.929357511780e-01   2.821549042985e-01  9.485788748709e-01  7.722901202476e-01  7.919144580521e-01
  2.821549042985e-01  9.485788748709e-01  7.722901202476e-01  7.919144580521e-01   2.966072376238e-01  9.683492240538e-01  7.828744240442e-01  7.900252372788e-01
  2.966072376238e-01  9.683492240538e-01  7.828744240442e-01  7.900252372788e-01   3.074141414602e-01  9.821969520778e-01  7.903678964179e-01  7.884192680000e-01
  3.074141414602e-01  9.821969520778e-01  7.903678964179e-01  7.884192680000e-01   3.210402511814e-01  9.986890058284e-01  7.993373684258e-01  7.861894356881e-01
  3.210402511814e-01  9.986890058284e-01  7.993373684258e-01  7.861894356881e-01   3.282359438557e-01  1.007011508928e+00  8.038679264941e-01  7.849297569178e-01
  3.282359438557e-01  1.007011508928e+00  8.038679264941e-01  7.849297569178e-01   3.399534778788e-01  1.020052181119e+00  8.109518742157e-01  7.827711112149e-01
  3.399534778788e-01  1.020052181119e+00  8.109518742157e-01  7.827711112149e-01   3.437803702162e-01  1.024183349843e+00  8.131883402082e-01  7.820397982778e-01
  3.437803702162e-01  1.024183349843e+00  8.131883402082e-01  7.820397982778e-01   3.460943166506e-01  1.026652336660e+00  8.145224883007e-01  7.815917795475e-01
  3.460943166506e-01  1.026652336660e+00  8.145224883007e-01  7.815917795475e-01   3.593508625923e-01  1.040398876099e+00  8.219060994454e-01  7.789474367971e-01
  3.593508625923e-01  1.040398876099e+00  8.219060994454e-01  7.789474367971e-01   3.716826483596e-01  1.052620840223e+00  8.283849658591e-01  7.763838547707e-01
  3.716826483596e-01  1.052620840223e+00  8.283849658591e-01  7.763838547707e-01   3.785166206252e-01  1.059177462612e+00  8.318167377899e-01  7.749272175620e-01
  3.785166206252e-01  1.059177462612e+00  8.318167377899e-01  7.749272175620e-01   3.973711639332e-01  1.076532523166e+00  8.407094718439e-01  7.708054504370e-01
  3.973711639332e-01  1.076532523166e+00  8.407094718439e-01  7.708054504370e-01   4.140971664435e-01  1.091102118151e+00  8.479051757695e-01  7.670629065857e-01
  4.140971664435e-01  1.091102118151e+00  8.479051757695e-01  7.670629065857e-01   4.227966961607e-01  1.098398186369e+00  8.513952305824e-01  7.650998640640e-01
  4.227966961607e-01  1.098398186369e+00  8.513952305824e-01  7.650998640640e-01   4.367976616600e-01  1.109762608120e+00  8.566555152609e-01  7.619365804077e-01
  4.367976616600e-01  1.109762608120e+00  8.566555152609e-01  7.619365804077e-01   4.480959805428e-01  1.118611880000e+00  8.605847646430e-01  7.593955059133e-01
  4.480959805428e-01  1.118611880000e+00  8.605847646430e-01  7.593955059133e-01   4.549427352394e-01  1.123841584747e+00  8.628308807202e-01  7.578668551151e-01
  4.549427352394e-01  1.123841584747e+00  8.628308807202e-01  7.578668551151e-01   4.707015151469e-01  1.135515485237e+00  8.676206241793e-01  7.543992427402e-01
  4.707015151469e-01  1.135515485237e+00  8.676206241793e-01  7.543992427402e-01   4.726430275307e-01  1.136919870580e+00  8.681746003243e-01  7.539782116402e-01
  4.726430275307e-01  1.136919870580e+00  8.681746003243e-01  7.539782116402e-01   4.734455587640e-01  1.137498265564e+00  8.684012977350e-01  7.538046366114e-01
