1.862173e+00  1.453040e+02  1.883924e-01 -1.607033e-01  2.400898e-01  9.950344e+01  1.227179e+02  1.594156e-01 -2.224752e-01  8.226673e-01  6.511668e+00 
4.839708e+00  1.470084e+02  1.913047e-01 -1.550332e-01  2.721169e-01  1.004666e+02  1.210356e+02  1.556594e-01 -2.184861e-01  8.367060e-01  6.788616e+00 
4.333012e+00  1.483623e+02  1.925103e-01 -1.609868e-01  2.639118e-01  1.000722e+02  1.237762e+02  1.498129e-01 -2.151608e-01  8.791200e-01  7.072014e+00 
9.903550e+00  1.479340e+02  1.906131e-01 -1.568837e-01  2.948326e-01  9.972385e+01  1.238886e+02  1.586554e-01 -2.048355e-01  8.717542e-01  7.660603e+00 
9.232351e+00  1.488794e+02  1.979866e-01 -1.640763e-01  2.814270e-01  9.822959e+01  1.222374e+02  1.561493e-01 -2.026582e-01  8.491332e-01  7.505471e+00 
1.074786e+01  1.486258e+02  1.951909e-01 -1.584734e-01  1.730238e-01  9.936837e+01  1.224975e+02  1.569847e-01 -2.047755e-01  8.853665e-01  8.960971e+00 
1.200019e+01  1.503843e+02  1.954742e-01 -1.579953e-01  2.642932e-01  9.894269e+01  1.226093e+02  1.666035e-01 -2.000827e-01  8.462756e-01  9.334002e+00 
8.622113e+00  1.502018e+02  1.968040e-01 -1.561426e-01  2.422985e-01  9.968779e+01  1.208388e+02  1.653875e-01 -2.121968e-01  8.362280e-01  8.829781e+00 
8.222448e+00  1.494979e+02  1.864392e-01 -1.576049e-01  3.037786e-01  9.972583e+01  1.192957e+02  1.646923e-01 -2.193159e-01  8.006933e-01  7.553371e+00 
2.565627e+00  1.493975e+02  1.931536e-01 -1.632735e-01  1.931836e-01  9.840197e+01  1.189396e+02  1.593281e-01 -2.168761e-01  8.338014e-01  6.623025e+00 
6.121600e+00  1.503607e+02  1.936283e-01 -1.633150e-01  2.060651e-01  9.841034e+01  1.185600e+02  1.634316e-01 -2.103258e-01  8.366842e-01  6.579880e+00 
7.066352e+00  1.509948e+02  1.958627e-01 -1.638939e-01  1.281701e-01  9.788306e+01  1.149525e+02  1.680326e-01 -2.105776e-01  8.005058e-01  6.385088e+00 
7.928693e+00  1.523792e+02  1.855600e-01 -1.708972e-01  1.499535e-01  9.758822e+01  1.152841e+02  1.630079e-01 -2.083421e-01  8.299239e-01  6.922427e+00 
6.913329e+00  1.526820e+02  1.826527e-01 -1.778228e-01  1.306093e-01  9.714924e+01  1.152501e+02  1.671121e-01 -2.138649e-01  8.226820e-01  6.810041e+00 
6.618627e+00  1.522875e+02  1.892177e-01 -1.769312e-01  8.005137e-02  9.625114e+01  1.153123e+02  1.677269e-01 -2.153029e-01  8.469309e-01  6.309169e+00 
5.148172e+00  1.532908e+02  1.902210e-01 -1.800161e-01  9.455228e-02  9.642878e+01  1.175194e+02  1.678168e-01 -2.237943e-01  8.495811e-01  6.598422e+00 
3.371055e+00  1.518549e+02  1.812489e-01 -1.707068e-01  2.220632e-01  9.652620e+01  1.179732e+02  1.742434e-01 -2.297066e-01  8.268161e-01  7.345504e+00 
4.274988e+00  1.536954e+02  1.794985e-01 -1.802606e-01  1.958124e-01  9.734535e+01  1.203377e+02  1.730258e-01 -2.289704e-01  8.807487e-01  8.679000e+00 
5.482600e+00  1.534525e+02  1.739427e-01 -1.855708e-01  2.271612e-01  9.709804e+01  1.193398e+02  1.711322e-01 -2.240872e-01  8.459355e-01  8.659370e+00 
5.689140e+00  1.528528e+02  1.673868e-01 -1.811174e-01  1.092223e-01  9.924215e+01  1.193277e+02  1.713377e-01 -2.256453e-01  9.060777e-01  8.168116e+00 
3.114035e+00  1.512849e+02  1.738879e-01 -1.805892e-01  1.624381e-01  9.918395e+01  1.186603e+02  1.633529e-01 -2.249670e-01  8.616048e-01  7.320234e+00 
3.466906e+00  1.518543e+02  1.808066e-01 -1.818585e-01  1.403385e-01  9.879537e+01  1.187723e+02  1.665023e-01 -2.232935e-01  8.657317e-01  7.114720e+00 
4.540254e+00  1.510503e+02  1.809314e-01 -1.721383e-01  1.838010e-01  9.964939e+01  1.162518e+02  1.640791e-01 -2.176836e-01  8.388415e-01  8.215978e+00 
9.312775e+00  1.519689e+02  1.737128e-01 -1.741035e-01  2.035267e-01  9.913660e+01  1.178114e+02  1.668758e-01 -2.201223e-01  8.677996e-01  6.951061e+00 
3.892696e+00  1.518810e+02  1.701961e-01 -1.771610e-01  1.405647e-01  9.993841e+01  1.168366e+02  1.722927e-01 -2.258997e-01  8.743411e-01  8.626370e+00 
5.530885e+00  1.523083e+02  1.745756e-01 -1.808947e-01  1.065295e-01  1.010984e+02  1.146977e+02  1.743285e-01 -2.238818e-01  8.316556e-01  7.674527e+00 
6.364385e+00  1.525446e+02  1.844829e-01 -1.771506e-01  8.218681e-02  1.000504e+02  1.143821e+02  1.748619e-01 -2.282369e-01  8.116668e-01  6.271298e+00 
1.106108e+01  1.514185e+02  1.774654e-01 -1.806310e-01  6.673882e-02  1.012063e+02  1.144338e+02  1.663959e-01 -2.310252e-01  8.370076e-01  7.679859e+00 
6.370253e+00  1.537230e+02  1.724020e-01 -1.802371e-01  8.833263e-02  1.010988e+02  1.135204e+02  1.632911e-01 -2.276629e-01  8.957866e-01  8.111849e+00 
7.867449e+00  1.536315e+02  1.660893e-01 -1.822084e-01  1.392601e-01  1.005285e+02  1.141903e+02  1.658577e-01 -2.273216e-01  8.705143e-01  8.769910e+00 
1.030457e+01  1.534245e+02  1.634493e-01 -1.785210e-01  1.078658e-01  9.887746e+01  1.154064e+02  1.652240e-01 -2.209724e-01  9.123168e-01  9.910940e+00 
7.168719e+00  1.546483e+02  1.674239e-01 -1.799911e-01  1.800192e-01  9.848028e+01  1.154998e+02  1.612236e-01 -2.246612e-01  9.084401e-01  9.039935e+00 
8.382971e+00  1.548716e+02  1.671377e-01 -1.766340e-01  2.211613e-01  9.725789e+01  1.147380e+02  1.614117e-01 -2.222948e-01  8.845267e-01  9.154795e+00 
6.094945e+00  1.574912e+02  1.698999e-01 -1.817829e-01  2.106474e-01  9.706499e+01  1.164779e+02  1.636787e-01 -2.243036e-01  9.011611e-01  8.076874e+00 
5.376433e+00  1.560006e+02  1.696237e-01 -1.804879e-01  1.684707e-01  9.622486e+01  1.156952e+02  1.570892e-01 -2.292649e-01  9.121083e-01  7.047887e+00 
8.384435e+00  1.551225e+02  1.635733e-01 -1.802325e-01  2.009682e-01  9.779383e+01  1.155286e+02  1.595772e-01 -2.296393e-01  8.971678e-01  6.948169e+00 
7.647165e+00  1.534204e+02  1.635543e-01 -1.801938e-01  2.291521e-01  9.534817e+01  1.178104e+02  1.571264e-01 -2.294697e-01  8.842205e-01  6.373286e+00 
1.045235e+01  1.541545e+02  1.621390e-01 -1.850567e-01  1.846648e-01  9.538623e+01  1.191429e+02  1.612381e-01 -2.259440e-01  8.931684e-01  6.786644e+00 
1.148456e+01  1.550715e+02  1.605528e-01 -1.749255e-01  2.050442e-01  9.563042e+01  1.188079e+02  1.653083e-01 -2.292777e-01  9.239704e-01  7.699063e+00 
9.450672e+00  1.535935e+02  1.634989e-01 -1.723138e-01  3.131431e-01  9.609763e+01  1.210382e+02  1.651839e-01 -2.298887e-01  9.028219e-01  8.277942e+00 
9.156879e+00  1.542960e+02  1.651808e-01 -1.754230e-01  2.478481e-01  9.669146e+01  1.200588e+02  1.635482e-01 -2.266588e-01  9.012118e-01  7.673092e+00 
9.614233e+00  1.551272e+02  1.734173e-01 -1.672556e-01  3.067388e-01  9.701183e+01  1.190874e+02  1.625174e-01 -2.227290e-01  8.995392e-01  8.222716e+00 
9.299748e+00  1.541362e+02  1.759247e-01 -1.761685e-01  2.943257e-01  9.616928e+01  1.174426e+02  1.633615e-01 -2.241886e-01  8.546684e-01  8.930062e+00 
1.498606e+01  1.566296e+02  1.781441e-01 -1.871954e-01  1.890215e-01  9.595177e+01  1.193143e+02  1.626983e-01 -2.257783e-01  9.212622e-01  9.780675e+00 
1.787594e+01  1.575418e+02  1.785922e-01 -1.920260e-01  1.300772e-01  9.459618e+01  1.191866e+02  1.624948e-01 -2.261444e-01  9.021562e-01  9.190049e+00 
1.490424e+01  1.598011e+02  1.794818e-01 -1.879033e-01  1.913243e-01  9.393853e+01  1.195084e+02  1.642367e-01 -2.270942e-01  9.007754e-01  7.665888e+00 
4.621440e+00  1.587138e+02  1.841573e-01 -1.950841e-01  1.875230e-01  9.434181e+01  1.195003e+02  1.636674e-01 -2.265851e-01  8.874783e-01  7.385395e+00 
5.305885e+00  1.581581e+02  1.817373e-01 -1.927026e-01  1.820938e-01  9.230472e+01  1.194985e+02  1.652455e-01 -2.257356e-01  8.948687e-01  7.558724e+00 
5.327967e+00  1.577408e+02  1.857246e-01 -1.849447e-01  2.835104e-01  9.233711e+01  1.200573e+02  1.664787e-01 -2.283864e-01  8.629628e-01  6.630806e+00 
6.852770e+00  1.565649e+02  1.834613e-01 -1.856075e-01  1.833337e-01  9.284074e+01  1.208097e+02  1.664374e-01 -2.278513e-01  9.031569e-01  7.659359e+00 
6.650733e+00  1.535375e+02  1.849242e-01 -1.803494e-01  1.832153e-01  9.348950e+01  1.208738e+02  1.565507e-01 -2.243937e-01  8.938033e-01  7.163346e+00 
5.813951e+00  1.518588e+02  1.835877e-01 -1.851161e-01  1.563593e-01  9.463812e+01  1.211961e+02  1.569614e-01 -2.311354e-01  8.752939e-01  6.605037e+00 
6.926046e+00  1.526560e+02  1.872704e-01 -1.850758e-01  1.943493e-01  9.456175e+01  1.194325e+02  1.507792e-01 -2.259931e-01  8.445346e-01  5.662993e+00 
5.643294e+00  1.521076e+02  1.865290e-01 -1.810848e-01  1.465753e-01  9.578154e+01  1.188709e+02  1.514966e-01 -2.195590e-01  8.778522e-01  4.366570e+00 
6.844498e+00  1.529645e+02  1.833514e-01 -1.803406e-01  1.573325e-01  9.619513e+01  1.177308e+02  1.511849e-01 -2.199973e-01  8.636428e-01  4.138233e+00 
5.967124e+00  1.529801e+02  1.795879e-01 -1.847929e-01  9.927015e-02  9.656194e+01  1.162342e+02  1.531768e-01 -2.188912e-01  8.953883e-01  5.783216e+00 
3.279991e+00  1.549591e+02  1.857396e-01 -1.784528e-01  1.822009e-01  9.676771e+01  1.181602e+02  1.610282e-01 -2.224787e-01  8.773015e-01  7.372051e+00 
3.724346e+00  1.536200e+02  1.848511e-01 -1.802206e-01  1.918370e-01  9.782683e+01  1.190184e+02  1.671348e-01 -2.288314e-01  8.517887e-01  7.904644e+00 
7.421088e+00  1.538726e+02  1.794329e-01 -1.795100e-01  1.548074e-01  9.837311e+01  1.200432e+02  1.712158e-01 -2.224992e-01  8.810525e-01  7.470399e+00 
7.470351e+00  1.547416e+02  1.810763e-01 -1.805145e-01  1.667276e-01  9.736877e+01  1.205646e+02  1.726111e-01 -2.304236e-01  8.982373e-01  8.040044e+00 
8.875303e+00  1.559854e+02  1.840119e-01 -1.870118e-01  1.619739e-01  9.621947e+01  1.184017e+02  1.691933e-01 -2.276044e-01  8.601058e-01  6.079496e+00 
7.077772e+00  1.542091e+02  1.846271e-01 -1.980951e-01  7.047217e-02  9.615376e+01  1.205238e+02  1.680380e-01 -2.213170e-01  8.584410e-01  6.777895e+00 
7.595292e+00  1.573692e+02  1.842887e-01 -1.976981e-01  6.177839e-03  9.767017e+01  1.174755e+02  1.725056e-01 -2.247004e-01  8.947865e-01  7.837949e+00 
6.636138e+00  1.580984e+02  1.824943e-01 -2.013289e-01  8.728095e-02  9.696923e+01  1.186072e+02  1.766647e-01 -2.327014e-01  8.762124e-01  8.636007e+00 
7.860836e+00  1.573300e+02  1.836963e-01 -2.092175e-01  1.385017e-01  9.656148e+01  1.205914e+02  1.717098e-01 -2.323352e-01  8.581992e-01  8.728166e+00 
4.358002e+00  1.556507e+02  1.782719e-01 -2.044097e-01  1.006805e-01  9.533334e+01  1.205569e+02  1.700592e-01 -2.327960e-01  8.716275e-01  7.362635e+00 
5.377869e+00  1.554130e+02  1.778265e-01 -2.054794e-01  1.144940e-01  9.595488e+01  1.217712e+02  1.697162e-01 -2.415421e-01  8.615382e-01  6.181794e+00 
7.471217e+00  1.563709e+02  1.789240e-01 -2.058287e-01  1.556483e-01  9.523932e+01  1.220506e+02  1.690116e-01 -2.387988e-01  8.859182e-01  8.776211e+00 
7.520367e+00  1.576540e+02  1.815621e-01 -2.082977e-01  1.348455e-01  9.528644e+01  1.234670e+02  1.728503e-01 -2.263866e-01  8.966190e-01  9.527402e+00 
7.387341e+00  1.579899e+02  1.719960e-01 -2.040600e-01  1.769564e-01  9.551617e+01  1.250956e+02  1.752467e-01 -2.325858e-01  9.198372e-01  1.027636e+01 
6.653562e+00  1.583759e+02  1.730977e-01 -2.007066e-01  2.372068e-01  9.641474e+01  1.247530e+02  1.692389e-01 -2.272140e-01  9.142746e-01  9.437071e+00 
5.530018e+00  1.567025e+02  1.810025e-01 -1.978242e-01  2.194509e-01  9.680202e+01  1.212535e+02  1.683509e-01 -2.288501e-01  8.743674e-01  8.227520e+00 
4.915778e+00  1.578836e+02  1.781869e-01 -1.975885e-01  2.886006e-01  9.733829e+01  1.239010e+02  1.641381e-01 -2.352941e-01  8.821284e-01  8.344066e+00 
4.137590e+00  1.548105e+02  1.765306e-01 -1.981798e-01  2.555648e-01  9.593693e+01  1.250592e+02  1.711782e-01 -2.386633e-01  8.696257e-01  7.782456e+00 
4.442333e+00  1.526908e+02  1.842149e-01 -1.978466e-01  2.508960e-01  9.530221e+01  1.262971e+02  1.679177e-01 -2.394773e-01  8.451666e-01  7.282086e+00 
6.815265e+00  1.542976e+02  1.853081e-01 -1.994401e-01  2.215119e-01  9.506335e+01  1.255691e+02  1.668947e-01 -2.348107e-01  8.571971e-01  6.007586e+00 
7.917456e+00  1.560872e+02  1.994438e-01 -1.956035e-01  2.664827e-01  9.425988e+01  1.247728e+02  1.634684e-01 -2.334174e-01  8.312490e-01  6.032610e+00 
5.452897e+00  1.557467e+02  1.922217e-01 -1.984132e-01  2.306756e-01  9.362617e+01  1.226591e+02  1.592131e-01 -2.367753e-01  8.562474e-01  5.196271e+00 
6.644432e+00  1.554129e+02  1.906780e-01 -1.939210e-01  2.413033e-01  9.407503e+01  1.218478e+02  1.564591e-01 -2.429753e-01  8.604954e-01  4.585685e+00 
5.479165e+00  1.544070e+02  1.873488e-01 -1.933372e-01  1.844004e-01  9.399582e+01  1.221584e+02  1.583474e-01 -2.543337e-01  8.521521e-01  4.055196e+00 
6.030227e+00  1.537496e+02  1.901502e-01 -1.871021e-01  2.132670e-01  9.604807e+01  1.208392e+02  1.512569e-01 -2.554615e-01  8.187717e-01  3.671469e+00 
7.164526e+00  1.535312e+02  1.966766e-01 -1.950899e-01  2.347118e-01  9.623115e+01  1.225099e+02  1.511426e-01 -2.532376e-01  8.234344e-01  3.798507e+00 
4.832370e+00  1.528465e+02  1.905972e-01 -1.870527e-01  2.090045e-01  9.700391e+01  1.211024e+02  1.533316e-01 -2.517443e-01  8.365147e-01  3.957790e+00 
6.360668e+00  1.521200e+02  1.907682e-01 -1.897109e-01  2.014202e-01  9.878224e+01  1.224708e+02  1.501951e-01 -2.546841e-01  8.217861e-01  4.564314e+00 
8.480359e+00  1.526591e+02  1.937150e-01 -1.856817e-01  2.432029e-01  9.785900e+01  1.213609e+02  1.511299e-01 -2.619661e-01  7.818012e-01  4.441157e+00 
8.769750e+00  1.536141e+02  1.904664e-01 -1.888017e-01  2.315583e-01  9.682927e+01  1.201123e+02  1.529156e-01 -2.608332e-01  7.254816e-01  3.426057e+00 
1.125031e+01  1.549137e+02  1.901514e-01 -1.832349e-01  2.960028e-01  9.646446e+01  1.194569e+02  1.503893e-01 -2.612779e-01  7.500505e-01  3.419348e+00 
1.547278e+01  1.539164e+02  1.938461e-01 -1.880411e-01  2.389919e-01  9.676662e+01  1.194823e+02  1.522890e-01 -2.660160e-01  7.208508e-01  3.755047e+00 
1.363506e+01  1.557886e+02  1.942127e-01 -1.902365e-01  2.271115e-01  9.552784e+01  1.198414e+02  1.501271e-01 -2.728589e-01  7.348759e-01  2.912760e+00 
1.472392e+01  1.541658e+02  1.919329e-01 -1.894448e-01  1.722598e-01  9.467703e+01  1.200212e+02  1.515476e-01 -2.699903e-01  7.977736e-01  1.140201e+00 
1.006735e+01  1.536551e+02  1.891512e-01 -1.913715e-01  1.889400e-01  9.357858e+01  1.193090e+02  1.537034e-01 -2.716780e-01  7.756661e-01  2.011605e+00 
1.087280e+01  1.549449e+02  1.964015e-01 -1.893944e-01  1.257346e-01  9.515340e+01  1.190428e+02  1.558281e-01 -2.733597e-01  8.026799e-01  2.869389e+00 
1.245140e+01  1.547948e+02  1.944529e-01 -2.006744e-01  1.410253e-01  9.575040e+01  1.196122e+02  1.545461e-01 -2.741252e-01  7.712185e-01  1.923510e+00 
1.247119e+01  1.562433e+02  1.961765e-01 -1.955278e-01  1.552057e-01  9.453739e+01  1.190263e+02  1.554976e-01 -2.626991e-01  7.460861e-01  2.811859e+00 
9.481207e+00  1.578979e+02  1.983570e-01 -1.933048e-01  2.368467e-01  9.496843e+01  1.197037e+02  1.577128e-01 -2.660022e-01  6.903632e-01  2.551150e+00 
1.189411e+01  1.579805e+02  2.034394e-01 -1.912329e-01  2.142031e-01  9.600611e+01  1.186891e+02  1.580347e-01 -2.576869e-01  6.969621e-01  2.347709e+00 
1.622751e+01  1.568452e+02  2.057136e-01 -1.926625e-01  1.321465e-01  9.512491e+01  1.189011e+02  1.464234e-01 -2.599873e-01  7.637182e-01  2.102006e+00 
9.556606e+00  1.587590e+02  2.099301e-01 -1.976738e-01  1.070327e-01  9.658191e+01  1.182784e+02  1.482484e-01 -2.554194e-01  8.253854e-01  3.867731e+00 
6.722755e+00  1.585172e+02  2.063062e-01 -2.005234e-01  1.063077e-01  9.657102e+01  1.189552e+02  1.452169e-01 -2.520775e-01  8.476513e-01  2.895122e+00 
6.993434e+00  1.590719e+02  1.972554e-01 -2.001203e-01  1.213503e-01  9.551871e+01  1.165075e+02  1.425404e-01 -2.546505e-01  8.472768e-01  3.342761e+00 
7.686962e+00  1.583490e+02  2.008244e-01 -2.079393e-01  1.136734e-01  9.729308e+01  1.173457e+02  1.433866e-01 -2.592253e-01  8.409553e-01  3.185151e+00 
1.678453e+01  1.595004e+02  1.936925e-01 -2.078295e-01  1.908626e-01  9.874862e+01  1.181550e+02  1.470069e-01 -2.588513e-01  8.107990e-01  1.627658e+00 
1.527349e+01  1.599031e+02  1.974052e-01 -2.075112e-01  1.362336e-01  9.863780e+01  1.176818e+02  1.455225e-01 -2.581026e-01  8.145139e-01  1.177606e+00 
1.295086e+01  1.596199e+02  2.031824e-01 -2.115916e-01  3.607052e-02  1.007182e+02  1.182730e+02  1.491002e-01 -2.562519e-01  8.490302e-01  1.591143e+00 
5.726795e+00  1.582947e+02  2.022856e-01 -2.180330e-01  6.173092e-02  1.010961e+02  1.184792e+02  1.474172e-01 -2.550347e-01  8.277886e-01  2.977999e+00 
4.776944e+00  1.575522e+02  1.999817e-01 -2.216429e-01  2.729978e-04  1.002055e+02  1.192278e+02  1.477094e-01 -2.475334e-01  8.411301e-01  3.136999e+00 
5.979088e+00  1.584460e+02  2.070011e-01 -2.232955e-01  3.469585e-02  9.937276e+01  1.200217e+02  1.427441e-01 -2.495608e-01  8.504695e-01  3.022851e+00 
5.921287e+00  1.582037e+02  2.051324e-01 -2.268849e-01  3.033333e-02  9.978986e+01  1.191167e+02  1.376118e-01 -2.448643e-01  8.395005e-01  1.850751e+00 
4.349584e+00  1.586642e+02  2.025719e-01 -2.205435e-01  1.136533e-02  9.885876e+01  1.193117e+02  1.302274e-01 -2.333374e-01  8.892722e-01  2.513043e+00 
6.448177e+00  1.596416e+02  2.048910e-01 -2.240539e-01  5.496530e-02  9.932759e+01  1.191064e+02  1.369619e-01 -2.306567e-01  8.523927e-01  3.155419e+00 
