0.289448 0.164558 -0.199936 0.317612 2.684893 0.068718 0.067709 -0.180441 0.873889 14.409321 0.0 0.0 0.233872 0.004429 0.336067 -0.141356 
0.271084 0.180110 -0.209041 0.314095 11.945312 0.069211 0.060237 -0.186220 0.895454 10.564672 0.0 0.0 0.193245 0.014350 0.099234 -0.036732 
0.112827 0.120552 -0.231423 0.283474 5.559339 0.172278 0.090039 -0.256582 0.842853 13.647785 0.0 0.0 0.350082 0.000053 0.195678 -0.255104 
0.278697 0.249847 -0.225665 0.339163 -6.137479 0.134772 0.091940 -0.193264 0.860503 -0.166784 0.0 0.0 0.219033 0.000130 0.247254 -0.301634 
0.223126 0.221739 -0.281144 0.293749 16.000722 0.119614 0.068152 -0.216941 0.890459 18.035813 0.0 0.0 0.210090 0.001422 0.054492 -0.243035 
0.125582 0.236382 -0.283584 0.299353 -12.228071 0.084804 0.067173 -0.294939 0.866650 9.177063 0.0 0.0 0.298377 0.014857 0.020307 0.144926 
0.251697 0.217719 -0.235383 0.314541 18.604264 0.094580 0.075880 -0.245392 0.885263 21.121838 0.0 0.0 0.238877 0.001168 0.034709 -0.231169 
0.253711 0.181288 -0.247914 0.334329 -14.321243 0.071966 0.058590 -0.298004 0.848560 19.506522 0.0 0.0 0.260788 0.002929 0.276255 -0.314965 
0.271649 0.249675 -0.235339 0.315855 22.524162 0.155553 0.013297 -0.284261 0.881413 20.673995 0.0 0.0 0.244110 0.003081 0.091828 -0.110344 
0.172190 0.101728 -0.272620 0.286202 24.674000 0.105954 0.075972 -0.272764 0.849433 -6.892192 0.0 0.0 0.293051 0.000475 0.154606 -0.401600 
0.256153 0.234110 -0.208335 0.329701 -7.840707 0.141917 0.089806 -0.202224 0.857828 1.493541 0.0 0.0 0.229522 0.000249 0.231273 -0.283239 
0.302517 0.228837 -0.260862 0.311056 3.078758 0.036713 0.046681 -0.219565 0.871054 0.570116 0.0 0.0 0.410807 0.000468 0.190232 -0.318319 
0.268309 0.176696 -0.170623 0.315200 17.927339 0.070261 0.068411 -0.178145 0.879706 12.289824 0.0 0.0 0.217595 0.021111 0.174966 -0.119648 
0.223958 0.255871 -0.133636 0.312016 13.510206 0.109413 0.078997 -0.222525 0.840988 10.149907 0.0 0.0 0.240691 0.003129 0.323083 -0.456576 
0.247033 0.221659 -0.241957 0.303051 14.035434 0.110644 0.080784 -0.236900 0.885110 12.634861 0.0 0.0 0.218181 0.001083 0.126194 -0.200049 
0.311130 0.243320 -0.206523 0.338701 -11.234908 0.153591 0.045010 -0.178412 0.867565 7.385354 0.0 0.0 0.198834 0.000127 0.162704 -0.299559 
0.158393 0.140881 -0.174525 0.303250 -3.871116 0.150077 0.077753 -0.182817 0.858815 13.931748 0.0 0.0 0.273951 0.001237 -0.002465 -0.140729 
0.250611 0.220766 -0.224660 0.326191 -11.754825 0.140880 0.071148 -0.164503 0.861587 0.851958 0.0 0.0 0.179845 0.000074 0.245215 -0.331035 
0.281344 0.143033 -0.279622 0.338606 -11.534854 0.070791 0.068602 -0.269693 0.838123 21.113536 0.0 0.0 0.251912 0.000869 0.265042 -0.232347 
0.300119 0.247093 -0.249599 0.351118 -7.468406 0.152946 0.050529 -0.154459 0.871991 4.576104 0.0 0.0 0.180081 0.000078 0.178495 -0.317748 
