#sersic	abs_mag	color	mor
#mor	0:elliptical	1:spiral
6.643750000000000488e-01 -2.518974876403808594e+01 2.636600494384765625e+00 0.000000000000000000e+00
1.639375000000000027e+00 -2.310281753540039062e+01 2.166614532470703125e+00 0.000000000000000000e+00
1.834375000000000089e+00 -2.387887573242187500e+01 2.510829925537109375e+00 1.000000000000000000e+00
1.005624999999999991e+00 -2.629884529113769531e+01 2.769424438476562500e+00 0.000000000000000000e+00
1.639375000000000027e+00 -2.406816101074218750e+01 3.174434661865234375e+00 1.000000000000000000e+00
8.593750000000000000e-01 -2.396449661254882812e+01 2.382553100585937500e+00 0.000000000000000000e+00
2.224375000000000213e+00 -2.559993743896484375e+01 2.666299819946289062e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.493126106262207031e+01 2.470378875732421875e+00 0.000000000000000000e+00
6.643750000000000488e-01 -2.529902839660644531e+01 2.424121856689453125e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.374502563476562500e+01 3.044544219970703125e+00 0.000000000000000000e+00
6.709374999999999645e+00 -2.672886276245117188e+01 3.004844665527343750e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.405004692077636719e+01 2.628431320190429688e+00 0.000000000000000000e+00
3.053125000000000089e+00 -2.630508804321289062e+01 2.932596206665039062e+00 1.000000000000000000e+00
1.005624999999999991e+00 -2.289089012145996094e+01 2.540603637695312500e+00 0.000000000000000000e+00
1.883124999999999938e+00 -2.554692459106445312e+01 3.360622406005859375e+00 1.000000000000000000e+00
5.181249999999999467e-01 -2.475981712341308594e+01 2.476306915283203125e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.677302742004394531e+01 2.476924896240234375e+00 0.000000000000000000e+00
3.718750000000000111e-01 -2.310710334777832031e+01 2.065145492553710938e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.408566856384277344e+01 2.657348632812500000e+00 0.000000000000000000e+00
6.156249999999999778e-01 -2.638014984130859375e+01 2.531444549560546875e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.480031394958496094e+01 3.414196014404296875e+00 0.000000000000000000e+00
3.296875000000000000e+00 -2.592608642578125000e+01 2.864950180053710938e+00 1.000000000000000000e+00
8.106250000000000400e-01 -2.500956916809082031e+01 2.566705703735351562e+00 0.000000000000000000e+00
3.004375000000000018e+00 -2.688213348388671875e+01 2.599420547485351562e+00 1.000000000000000000e+00
1.151874999999999982e+00 -2.392131614685058594e+01 2.546119689941406250e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.574135208129882812e+01 2.207357406616210938e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.561729812622070312e+01 2.559892654418945312e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.559228134155273438e+01 2.233558654785156250e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.398264884948730469e+01 2.605792999267578125e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.262926101684570312e+01 2.870676040649414062e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.380735778808593750e+01 1.992633819580078125e+00 0.000000000000000000e+00
4.206250000000000266e-01 -2.327601051330566406e+01 2.758296966552734375e+00 0.000000000000000000e+00
4.320624999999999716e+00 -2.610025215148925781e+01 2.921560287475585938e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.587254714965820312e+01 2.604686737060546875e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.307527160644531250e+01 2.265277862548828125e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.436998939514160156e+01 2.741050720214843750e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.341705894470214844e+01 2.516754150390625000e+00 0.000000000000000000e+00
2.078125000000000000e+00 -2.540426063537597656e+01 2.859340667724609375e+00 1.000000000000000000e+00
6.156249999999999778e-01 -2.428327369689941406e+01 2.791694641113281250e+00 0.000000000000000000e+00
2.565624999999999822e+00 -2.584430694580078125e+01 3.227283477783203125e+00 1.000000000000000000e+00
2.614374999999999893e+00 -2.553372001647949219e+01 2.791372299194335938e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.502900695800781250e+01 2.640422821044921875e+00 0.000000000000000000e+00
2.809375000000000178e+00 -2.551157188415527344e+01 3.231868743896484375e+00 1.000000000000000000e+00
8.593750000000000000e-01 -2.314523506164550781e+01 2.376941680908203125e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.653692245483398438e+01 2.585466384887695312e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.469815635681152344e+01 2.641160964965820312e+00 0.000000000000000000e+00
2.565624999999999822e+00 -2.645391082763671875e+01 3.127185821533203125e+00 1.000000000000000000e+00
2.175625000000000142e+00 -2.634383201599121094e+01 3.158948898315429688e+00 1.000000000000000000e+00
3.248124999999999929e+00 -2.618436241149902344e+01 3.158470153808593750e+00 1.000000000000000000e+00
1.541875000000000107e+00 -2.386483192443847656e+01 3.038604736328125000e+00 1.000000000000000000e+00
3.881874999999999964e+00 -2.570973205566406250e+01 3.111398696899414062e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.458287811279296875e+01 2.925460815429687500e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.393865203857421875e+01 2.131992340087890625e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.607603836059570312e+01 2.660528182983398438e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.326501846313476562e+01 2.575700759887695312e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.550097465515136719e+01 2.611028671264648438e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.485360908508300781e+01 2.402576446533203125e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.506752204895019531e+01 2.637229919433593750e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.594462585449218750e+01 2.459510803222656250e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.345167922973632812e+01 2.838214874267578125e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.393342971801757812e+01 2.306295394897460938e+00 0.000000000000000000e+00
5.246875000000000178e+00 -2.651623916625976562e+01 3.024536132812500000e+00 1.000000000000000000e+00
2.809375000000000178e+00 -2.558164596557617188e+01 3.171649932861328125e+00 1.000000000000000000e+00
1.444374999999999964e+00 -2.598626899719238281e+01 2.760175704956054688e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.404100799560546875e+01 2.404787063598632812e+00 0.000000000000000000e+00
2.126875000000000071e+00 -2.671389198303222656e+01 2.675189971923828125e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.367177391052246094e+01 2.476455688476562500e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.293615722656250000e+01 2.774566650390625000e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.649876403808593750e+01 2.422359466552734375e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.362946701049804688e+01 2.213750839233398438e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.643819618225097656e+01 2.620153427124023438e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.385019111633300781e+01 2.386398315429687500e+00 0.000000000000000000e+00
7.538124999999999964e+00 -2.564626502990722656e+01 3.036947250366210938e+00 1.000000000000000000e+00
1.590624999999999956e+00 -2.527644157409667969e+01 2.911060333251953125e+00 1.000000000000000000e+00
5.929375000000000284e+00 -2.554512596130371094e+01 3.216615676879882812e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.361464881896972656e+01 2.735704421997070312e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.596187210083007812e+01 2.843526840209960938e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.412788200378417969e+01 2.442508697509765625e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.322309494018554688e+01 2.919027328491210938e+00 0.000000000000000000e+00
4.271874999999999645e+00 -2.563468170166015625e+01 2.762231826782226562e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.678746223449707031e+01 2.515800476074218750e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.353396224975585938e+01 2.749921798706054688e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.562177276611328125e+01 2.910356521606445312e+00 0.000000000000000000e+00
2.126875000000000071e+00 -2.492097473144531250e+01 2.995912551879882812e+00 1.000000000000000000e+00
5.668750000000000178e-01 -2.400563430786132812e+01 2.429803848266601562e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.463373565673828125e+01 2.273746490478515625e+00 0.000000000000000000e+00
1.834375000000000089e+00 -2.554033660888671875e+01 2.817441940307617188e+00 1.000000000000000000e+00
1.834375000000000089e+00 -2.343988037109375000e+01 3.130294799804687500e+00 1.000000000000000000e+00
6.643750000000000488e-01 -2.403578948974609375e+01 2.073589324951171875e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.641226768493652344e+01 2.494140625000000000e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.545537376403808594e+01 2.656677246093750000e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.670480918884277344e+01 2.450851440429687500e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.317005729675292969e+01 2.288295745849609375e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.574435424804687500e+01 2.896205902099609375e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.334454154968261719e+01 2.149387359619140625e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.359186172485351562e+01 3.154527664184570312e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.654024696350097656e+01 2.592350006103515625e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.355781745910644531e+01 2.166698455810546875e+00 0.000000000000000000e+00
2.419375000000000053e+00 -2.479900550842285156e+01 3.183551788330078125e+00 1.000000000000000000e+00
5.668750000000000178e-01 -2.456917762756347656e+01 2.556068420410156250e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.449813270568847656e+01 2.481365203857421875e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.454880332946777344e+01 2.939744949340820312e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.461236763000488281e+01 2.276737213134765625e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.416586875915527344e+01 2.483394622802734375e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.322617149353027344e+01 2.387483596801757812e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.579688072204589844e+01 2.439584732055664062e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.402415084838867188e+01 2.425792694091796875e+00 0.000000000000000000e+00
1.493125000000000036e+00 -2.389652824401855469e+01 2.939477920532226562e+00 0.000000000000000000e+00
1.931875000000000009e+00 -2.556418800354003906e+01 3.157791137695312500e+00 1.000000000000000000e+00
2.273124999999999840e+00 -2.455595970153808594e+01 3.073339462280273438e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.318131446838378906e+01 2.379011154174804688e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.654866409301757812e+01 3.138992309570312500e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.596661186218261719e+01 2.499969482421875000e+00 0.000000000000000000e+00
6.643750000000000488e-01 -2.526483917236328125e+01 2.452604293823242188e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.389603614807128906e+01 2.285821914672851562e+00 0.000000000000000000e+00
3.150624999999999787e+00 -2.552381134033203125e+01 3.205642700195312500e+00 1.000000000000000000e+00
2.321874999999999911e+00 -2.618445205688476562e+01 2.840433120727539062e+00 1.000000000000000000e+00
1.931875000000000009e+00 -2.617266273498535156e+01 2.937313079833984375e+00 1.000000000000000000e+00
1.054375000000000062e+00 -2.505926132202148438e+01 2.493936538696289062e+00 0.000000000000000000e+00
2.614374999999999893e+00 -2.621973991394042969e+01 3.167760848999023438e+00 1.000000000000000000e+00
1.249374999999999902e+00 -2.355530357360839844e+01 2.528997421264648438e+00 0.000000000000000000e+00
6.156249999999999778e-01 -2.634780883789062500e+01 2.421091079711914062e+00 0.000000000000000000e+00
3.718750000000000111e-01 -2.510584449768066406e+01 2.024353027343750000e+00 0.000000000000000000e+00
2.273124999999999840e+00 -2.623491096496582031e+01 3.026357650756835938e+00 1.000000000000000000e+00
4.125625000000000320e+00 -2.538082504272460938e+01 2.826635360717773438e+00 1.000000000000000000e+00
1.005624999999999991e+00 -2.264219284057617188e+01 2.968952178955078125e+00 0.000000000000000000e+00
1.931875000000000009e+00 -2.502219772338867188e+01 2.397621154785156250e+00 1.000000000000000000e+00
9.081249999999999600e-01 -2.500743484497070312e+01 2.301124572753906250e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.353312110900878906e+01 2.498394012451171875e+00 0.000000000000000000e+00
1.834375000000000089e+00 -2.576917839050292969e+01 3.076461791992187500e+00 1.000000000000000000e+00
1.151874999999999982e+00 -2.276161384582519531e+01 2.666318893432617188e+00 0.000000000000000000e+00
2.711875000000000036e+00 -2.570969963073730469e+01 2.770910263061523438e+00 1.000000000000000000e+00
8.593750000000000000e-01 -2.463908004760742188e+01 2.356348037719726562e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.335452270507812500e+01 2.699472427368164062e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.595322227478027344e+01 2.485633850097656250e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.378807067871093750e+01 2.338697433471679688e+00 0.000000000000000000e+00
6.643750000000000488e-01 -2.370962333679199219e+01 2.160692214965820312e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.310650062561035156e+01 2.772508621215820312e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.565006446838378906e+01 2.797996520996093750e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.400476837158203125e+01 2.452133178710937500e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.634373092651367188e+01 2.413719177246093750e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.296443748474121094e+01 2.905450820922851562e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.604685974121093750e+01 2.120052337646484375e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.396115112304687500e+01 2.255205154418945312e+00 0.000000000000000000e+00
2.955624999999999947e+00 -2.572891616821289062e+01 3.251964569091796875e+00 1.000000000000000000e+00
2.809375000000000178e+00 -2.605694198608398438e+01 3.226675033569335938e+00 1.000000000000000000e+00
3.150624999999999787e+00 -2.563001823425292969e+01 2.162940979003906250e+00 1.000000000000000000e+00
7.131250000000000089e-01 -2.382227516174316406e+01 2.170284271240234375e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.313256263732910156e+01 2.844974517822265625e+00 0.000000000000000000e+00
3.784374999999999822e+00 -2.570693016052246094e+01 3.065879821777343750e+00 1.000000000000000000e+00
1.200625000000000053e+00 -2.501035499572753906e+01 2.782638549804687500e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.495449066162109375e+01 2.551952362060546875e+00 0.000000000000000000e+00
2.858124999999999805e+00 -2.371293067932128906e+01 3.033649444580078125e+00 1.000000000000000000e+00
1.395624999999999893e+00 -2.564315795898437500e+01 2.924646377563476562e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.486234474182128906e+01 2.644531250000000000e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.661441421508789062e+01 2.650920867919921875e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.519092369079589844e+01 2.712947845458984375e+00 0.000000000000000000e+00
1.541875000000000107e+00 -2.636062431335449219e+01 2.875671386718750000e+00 0.000000000000000000e+00
6.156249999999999778e-01 -2.319885063171386719e+01 2.370157241821289062e+00 0.000000000000000000e+00
2.419375000000000053e+00 -2.571547698974609375e+01 3.178607940673828125e+00 1.000000000000000000e+00
2.175625000000000142e+00 -2.629741096496582031e+01 2.442083358764648438e+00 1.000000000000000000e+00
1.785625000000000018e+00 -2.518604087829589844e+01 2.862766265869140625e+00 1.000000000000000000e+00
1.005624999999999991e+00 -2.466045570373535156e+01 2.431274414062500000e+00 0.000000000000000000e+00
1.931875000000000009e+00 -2.512647438049316406e+01 2.685396194458007812e+00 1.000000000000000000e+00
1.541875000000000107e+00 -2.415394783020019531e+01 2.551601409912109375e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.493025588989257812e+01 2.322376251220703125e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.453605079650878906e+01 2.404993057250976562e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.487179756164550781e+01 2.158187866210937500e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.383325958251953125e+01 2.311683654785156250e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.319215393066406250e+01 2.131151199340820312e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.328145980834960938e+01 2.089673995971679688e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.370232391357421875e+01 2.605527877807617188e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.663004112243652344e+01 2.445621490478515625e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.624185180664062500e+01 2.415855407714843750e+00 0.000000000000000000e+00
1.639375000000000027e+00 -2.572631454467773438e+01 2.853977203369140625e+00 0.000000000000000000e+00
4.693749999999999867e-01 -2.488188934326171875e+01 2.209199905395507812e+00 0.000000000000000000e+00
1.688125000000000098e+00 -2.436329650878906250e+01 2.534650802612304688e+00 1.000000000000000000e+00
1.200625000000000053e+00 -2.594202804565429688e+01 3.137149810791015625e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.326862335205078125e+01 2.607950210571289062e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.566313171386718750e+01 2.249805450439453125e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.424991416931152344e+01 2.292135238647460938e+00 0.000000000000000000e+00
2.273124999999999840e+00 -2.472728157043457031e+01 2.736305236816406250e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.377584648132324219e+01 2.553760528564453125e+00 0.000000000000000000e+00
1.883124999999999938e+00 -2.488821601867675781e+01 3.160482406616210938e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.442308235168457031e+01 2.730493545532226562e+00 0.000000000000000000e+00
1.931875000000000009e+00 -2.599602508544921875e+01 2.843145370483398438e+00 1.000000000000000000e+00
9.081249999999999600e-01 -2.400689315795898438e+01 2.347925186157226562e+00 0.000000000000000000e+00
2.029374999999999929e+00 -2.604943847656250000e+01 3.067571640014648438e+00 1.000000000000000000e+00
2.614374999999999893e+00 -2.543739700317382812e+01 2.835847854614257812e+00 1.000000000000000000e+00
1.346875000000000044e+00 -2.512964248657226562e+01 2.760915756225585938e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.351037788391113281e+01 2.495119094848632812e+00 0.000000000000000000e+00
2.516875000000000195e+00 -2.550892448425292969e+01 2.962490081787109375e+00 1.000000000000000000e+00
1.736874999999999947e+00 -2.405614280700683594e+01 3.236427307128906250e+00 1.000000000000000000e+00
3.199374999999999858e+00 -2.580038261413574219e+01 2.964075088500976562e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.427866554260253906e+01 2.280435562133789062e+00 0.000000000000000000e+00
3.345625000000000071e+00 -2.569098663330078125e+01 2.413625717163085938e+00 1.000000000000000000e+00
1.200625000000000053e+00 -2.316564369201660156e+01 2.481025695800781250e+00 0.000000000000000000e+00
2.370624999999999982e+00 -2.544891929626464844e+01 2.913854598999023438e+00 1.000000000000000000e+00
7.618749999999999689e-01 -2.532024002075195312e+01 2.492298126220703125e+00 0.000000000000000000e+00
1.688125000000000098e+00 -2.628723907470703125e+01 2.918878555297851562e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.358278846740722656e+01 2.143690109252929688e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.315243721008300781e+01 2.856397628784179688e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.615518951416015625e+01 2.494745254516601562e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.371591758728027344e+01 2.663730621337890625e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.644037246704101562e+01 2.808452606201171875e+00 0.000000000000000000e+00
3.718750000000000111e-01 -2.600998878479003906e+01 2.536787033081054688e+00 0.000000000000000000e+00
4.206250000000000266e-01 -2.399952125549316406e+01 2.483850479125976562e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.610268020629882812e+01 2.721467971801757812e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.460664939880371094e+01 2.778177261352539062e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.559084701538085938e+01 2.406480789184570312e+00 0.000000000000000000e+00
4.693749999999999867e-01 -2.403804588317871094e+01 2.098800659179687500e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.651274299621582031e+01 3.040513992309570312e+00 0.000000000000000000e+00
2.126875000000000071e+00 -2.559386253356933594e+01 2.981901168823242188e+00 1.000000000000000000e+00
1.200625000000000053e+00 -2.650879096984863281e+01 2.444406509399414062e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.471722030639648438e+01 2.662239074707031250e+00 0.000000000000000000e+00
1.834375000000000089e+00 -2.526153564453125000e+01 3.257358551025390625e+00 1.000000000000000000e+00
1.639375000000000027e+00 -2.353824615478515625e+01 2.497034072875976562e+00 1.000000000000000000e+00
8.593750000000000000e-01 -2.600791740417480469e+01 2.246681213378906250e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.561480712890625000e+01 2.546611785888671875e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.331619644165039062e+01 2.773370742797851562e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.389107513427734375e+01 2.322666168212890625e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.464469909667968750e+01 2.900741577148437500e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.383229064941406250e+01 2.077932357788085938e+00 0.000000000000000000e+00
2.273124999999999840e+00 -2.607471084594726562e+01 3.134641647338867188e+00 1.000000000000000000e+00
4.693749999999999867e-01 -2.567537117004394531e+01 2.664943695068359375e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.564362716674804688e+01 2.687732696533203125e+00 0.000000000000000000e+00
1.931875000000000009e+00 -2.598199272155761719e+01 2.583711624145507812e+00 1.000000000000000000e+00
8.106250000000000400e-01 -2.464790916442871094e+01 2.241920471191406250e+00 0.000000000000000000e+00
3.394375000000000142e+00 -2.596418190002441406e+01 3.204313278198242188e+00 1.000000000000000000e+00
3.004375000000000018e+00 -2.604089164733886719e+01 3.049089431762695312e+00 1.000000000000000000e+00
4.693749999999999867e-01 -2.397958183288574219e+01 2.289699554443359375e+00 0.000000000000000000e+00
2.078125000000000000e+00 -2.569661521911621094e+01 3.009756088256835938e+00 1.000000000000000000e+00
6.643750000000000488e-01 -2.493768882751464844e+01 2.524988174438476562e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.389418220520019531e+01 2.404588699340820312e+00 0.000000000000000000e+00
2.175625000000000142e+00 -2.621065330505371094e+01 3.310197830200195312e+00 1.000000000000000000e+00
2.078125000000000000e+00 -2.595651054382324219e+01 2.868158340454101562e+00 1.000000000000000000e+00
1.931875000000000009e+00 -2.561533164978027344e+01 2.049739837646484375e+00 1.000000000000000000e+00
5.181249999999999467e-01 -2.359544944763183594e+01 2.112758636474609375e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.294337081909179688e+01 2.548004150390625000e+00 0.000000000000000000e+00
2.614374999999999893e+00 -2.596548843383789062e+01 3.040248870849609375e+00 1.000000000000000000e+00
1.200625000000000053e+00 -2.330691528320312500e+01 2.262039184570312500e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.389418411254882812e+01 2.121129989624023438e+00 0.000000000000000000e+00
1.883124999999999938e+00 -2.391770935058593750e+01 2.361442565917968750e+00 1.000000000000000000e+00
1.005624999999999991e+00 -2.357022094726562500e+01 2.416439056396484375e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.348445892333984375e+01 2.362331390380859375e+00 0.000000000000000000e+00
2.565624999999999822e+00 -2.607174873352050781e+01 2.530546188354492188e+00 1.000000000000000000e+00
1.395624999999999893e+00 -2.577872848510742188e+01 2.914550781250000000e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.306390380859375000e+01 2.512002944946289062e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.579850959777832031e+01 2.680789947509765625e+00 0.000000000000000000e+00
1.541875000000000107e+00 -2.319165802001953125e+01 2.321119308471679688e+00 0.000000000000000000e+00
2.663124999999999964e+00 -2.550588035583496094e+01 3.146072387695312500e+00 1.000000000000000000e+00
1.103124999999999911e+00 -2.300313949584960938e+01 2.382368087768554688e+00 0.000000000000000000e+00
3.150624999999999787e+00 -2.596356201171875000e+01 3.207061767578125000e+00 1.000000000000000000e+00
1.298124999999999973e+00 -2.288291740417480469e+01 2.725791931152343750e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.402795791625976562e+01 2.354553222656250000e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.470035362243652344e+01 2.599958419799804688e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.417145729064941406e+01 2.108306884765625000e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.342833900451660156e+01 2.278774261474609375e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.571285057067871094e+01 2.487733840942382812e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.466545486450195312e+01 2.813959121704101562e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.513392066955566406e+01 2.811649322509765625e+00 0.000000000000000000e+00
4.693749999999999867e-01 -2.329783058166503906e+01 2.827100753784179688e+00 0.000000000000000000e+00
2.029374999999999929e+00 -2.580378341674804688e+01 2.514526367187500000e+00 1.000000000000000000e+00
8.593750000000000000e-01 -2.502126502990722656e+01 2.848812103271484375e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.623494148254394531e+01 3.260963439941406250e+00 0.000000000000000000e+00
2.273124999999999840e+00 -2.585837364196777344e+01 2.905431747436523438e+00 1.000000000000000000e+00
9.081249999999999600e-01 -2.364569473266601562e+01 2.581172943115234375e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.622312736511230469e+01 2.281442642211914062e+00 0.000000000000000000e+00
6.156249999999999778e-01 -2.453779602050781250e+01 2.511611938476562500e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.603598213195800781e+01 2.631256103515625000e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.331223106384277344e+01 2.718774795532226562e+00 0.000000000000000000e+00
1.639375000000000027e+00 -2.542950248718261719e+01 2.419454574584960938e+00 0.000000000000000000e+00
4.206250000000000266e-01 -2.625616645812988281e+01 2.733129501342773438e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.343243408203125000e+01 2.068973541259765625e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.385234832763671875e+01 2.293684005737304688e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.374570083618164062e+01 2.425596237182617188e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.622962570190429688e+01 2.479516983032226562e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.379222869873046875e+01 2.417913436889648438e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.289904022216796875e+01 2.928873062133789062e+00 0.000000000000000000e+00
6.643750000000000488e-01 -2.660614967346191406e+01 2.367622375488281250e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.376939582824707031e+01 2.532011032104492188e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.561734390258789062e+01 3.123659133911132812e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.423198127746582031e+01 2.461593627929687500e+00 0.000000000000000000e+00
2.029374999999999929e+00 -2.530754089355468750e+01 3.230794906616210938e+00 1.000000000000000000e+00
2.078125000000000000e+00 -2.525607109069824219e+01 3.260931015014648438e+00 1.000000000000000000e+00
