#sersic	abs_mag	color	mor
#mor	0:elliptical	1:spiral
8.593750000000000000e-01 -2.321916770935058594e+01 2.195768356323242188e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.347826766967773438e+01 2.623361587524414062e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.327087783813476562e+01 3.313903808593750000e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.290360832214355469e+01 2.664138793945312500e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.275494956970214844e+01 2.662958145141601562e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.281341552734375000e+01 3.224355697631835938e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.238516807556152344e+01 3.096488952636718750e+00 0.000000000000000000e+00
3.345625000000000071e+00 -2.751686668395996094e+01 2.837522506713867188e+00 1.000000000000000000e+00
1.298124999999999973e+00 -2.666662216186523438e+01 2.645917892456054688e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.591355705261230469e+01 3.238025665283203125e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.598293876647949219e+01 2.619117736816406250e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.490222167968750000e+01 3.251869201660156250e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.485264778137207031e+01 2.605661392211914062e+00 0.000000000000000000e+00
1.736874999999999947e+00 -2.504862785339355469e+01 3.043649673461914062e+00 1.000000000000000000e+00
8.593750000000000000e-01 -2.386146354675292969e+01 2.851367950439453125e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.384382057189941406e+01 3.170900344848632812e+00 0.000000000000000000e+00
1.541875000000000107e+00 -2.438030242919921875e+01 3.326936721801757812e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.410148429870605469e+01 2.785125732421875000e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.423702049255371094e+01 3.228803634643554688e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.385021018981933594e+01 2.537359237670898438e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.318266105651855469e+01 2.737041473388671875e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.372757339477539062e+01 2.945444107055664062e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.287912178039550781e+01 2.465248107910156250e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.311442947387695312e+01 3.486108779907226562e+00 0.000000000000000000e+00
2.663124999999999964e+00 -2.728206825256347656e+01 3.103042602539062500e+00 1.000000000000000000e+00
5.100624999999999964e+00 -2.751571655273437500e+01 3.184232711791992188e+00 1.000000000000000000e+00
4.206250000000000266e-01 -2.723410987854003906e+01 2.677917480468750000e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.495394515991210938e+01 2.808166503906250000e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.424715423583984375e+01 2.913524627685546875e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.480496788024902344e+01 2.584802627563476562e+00 0.000000000000000000e+00
3.540624999999999911e+00 -2.419589424133300781e+01 3.123878479003906250e+00 1.000000000000000000e+00
1.346875000000000044e+00 -2.438546180725097656e+01 2.445775985717773438e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.444073677062988281e+01 2.426277160644531250e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.387390899658203125e+01 2.545356750488281250e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.361297798156738281e+01 2.659654617309570312e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.422514152526855469e+01 3.210262298583984375e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.464176368713378906e+01 3.359056472778320312e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.329530906677246094e+01 2.638938903808593750e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.360656547546386719e+01 2.169376373291015625e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.307121849060058594e+01 2.559400558471679688e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.513858604431152344e+01 1.975149154663085938e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.261102104187011719e+01 2.831972122192382812e+00 0.000000000000000000e+00
1.541875000000000107e+00 -2.438158226013183594e+01 1.972654342651367188e+00 0.000000000000000000e+00
1.736874999999999947e+00 -2.353906250000000000e+01 2.750329971313476562e+00 0.000000000000000000e+00
1.834375000000000089e+00 -2.764785957336425781e+01 3.201646804809570312e+00 1.000000000000000000e+00
2.809375000000000178e+00 -2.686967086791992188e+01 3.231204986572265625e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.452980804443359375e+01 2.422512054443359375e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.459614181518554688e+01 2.862131118774414062e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.435436630249023438e+01 2.847929000854492188e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.472280502319335938e+01 3.494119644165039062e+00 0.000000000000000000e+00
6.643750000000000488e-01 -2.496323966979980469e+01 3.479249954223632812e+00 0.000000000000000000e+00
1.493125000000000036e+00 -2.357677841186523438e+01 2.087953567504882812e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.330914115905761719e+01 2.067745208740234375e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.403386688232421875e+01 2.950548171997070312e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.403467369079589844e+01 3.216703414916992188e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.374964332580566406e+01 2.684551239013671875e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.328177642822265625e+01 2.546888351440429688e+00 0.000000000000000000e+00
2.029374999999999929e+00 -2.357181549072265625e+01 2.845037460327148438e+00 1.000000000000000000e+00
1.005624999999999991e+00 -2.281945800781250000e+01 2.808387756347656250e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.275429344177246094e+01 2.832746505737304688e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.246489524841308594e+01 3.305761337280273438e+00 0.000000000000000000e+00
4.271874999999999645e+00 -2.792474365234375000e+01 3.208412170410156250e+00 1.000000000000000000e+00
1.346875000000000044e+00 -2.549097442626953125e+01 3.349069595336914062e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.526285552978515625e+01 2.816013336181640625e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.532503509521484375e+01 2.562744140625000000e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.488539505004882812e+01 2.878908157348632812e+00 0.000000000000000000e+00
1.688125000000000098e+00 -2.516895866394042969e+01 3.087266921997070312e+00 1.000000000000000000e+00
1.249374999999999902e+00 -2.392241096496582031e+01 3.008655548095703125e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.400835609436035156e+01 2.686893463134765625e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.389077377319335938e+01 2.375440597534179688e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.360789680480957031e+01 3.415924072265625000e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.312952613830566406e+01 2.797155380249023438e+00 0.000000000000000000e+00
1.005624999999999991e+00 -2.344640159606933594e+01 2.518457412719726562e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.316941833496093750e+01 2.174909591674804688e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.274720764160156250e+01 3.232269287109375000e+00 0.000000000000000000e+00
3.784374999999999822e+00 -2.739429664611816406e+01 3.126962661743164062e+00 1.000000000000000000e+00
1.590624999999999956e+00 -2.621798706054687500e+01 3.144308090209960938e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.577898216247558594e+01 2.860095977783203125e+00 0.000000000000000000e+00
3.248124999999999929e+00 -2.630436897277832031e+01 3.461160659790039062e+00 1.000000000000000000e+00
1.151874999999999982e+00 -2.552306747436523438e+01 2.394834518432617188e+00 0.000000000000000000e+00
1.785625000000000018e+00 -2.522395133972167969e+01 3.079895019531250000e+00 1.000000000000000000e+00
1.444374999999999964e+00 -2.536821937561035156e+01 2.670097351074218750e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.527099418640136719e+01 2.678039550781250000e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.509036827087402344e+01 3.268554687500000000e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.437123298645019531e+01 3.038467407226562500e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.355269813537597656e+01 2.754592895507812500e+00 0.000000000000000000e+00
1.151874999999999982e+00 -2.376923751831054688e+01 3.267082214355468750e+00 0.000000000000000000e+00
2.126875000000000071e+00 -2.331884193420410156e+01 2.448888778686523438e+00 1.000000000000000000e+00
2.029374999999999929e+00 -2.376304054260253906e+01 3.107833862304687500e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.326854896545410156e+01 3.264011383056640625e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.264583206176757812e+01 3.218927383422851562e+00 0.000000000000000000e+00
2.614374999999999893e+00 -2.699437522888183594e+01 3.011905670166015625e+00 1.000000000000000000e+00
9.341874999999999929e+00 -2.600596427917480469e+01 3.098411560058593750e+00 1.000000000000000000e+00
6.270624999999999893e+00 -2.614374732971191406e+01 3.269824981689453125e+00 1.000000000000000000e+00
6.156249999999999778e-01 -2.557888412475585938e+01 2.490859985351562500e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.563108825683593750e+01 2.488790512084960938e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.516316223144531250e+01 3.047300338745117188e+00 0.000000000000000000e+00
1.541875000000000107e+00 -2.490610885620117188e+01 3.271759033203125000e+00 0.000000000000000000e+00
7.131250000000000089e-01 -2.478708076477050781e+01 2.659486770629882812e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.457297515869140625e+01 3.550733566284179688e+00 0.000000000000000000e+00
1.493125000000000036e+00 -2.394104766845703125e+01 2.929351806640625000e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.370306205749511719e+01 2.358333587646484375e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.390668487548828125e+01 2.686679840087890625e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.319005012512207031e+01 2.726978302001953125e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.404479598999023438e+01 2.562734603881835938e+00 0.000000000000000000e+00
1.736874999999999947e+00 -2.372389030456542969e+01 2.172346115112304688e+00 1.000000000000000000e+00
9.568750000000000311e-01 -2.310065078735351562e+01 2.550577163696289062e+00 0.000000000000000000e+00
5.295625000000000249e+00 -2.720921516418457031e+01 3.105895996093750000e+00 1.000000000000000000e+00
2.858124999999999805e+00 -2.532416534423828125e+01 3.186147689819335938e+00 1.000000000000000000e+00
5.181249999999999467e-01 -2.498689079284667969e+01 2.277973175048828125e+00 0.000000000000000000e+00
2.224375000000000213e+00 -2.520111083984375000e+01 2.845262527465820312e+00 1.000000000000000000e+00
1.493125000000000036e+00 -2.398121070861816406e+01 2.641006469726562500e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.479796028137207031e+01 2.752534866333007812e+00 0.000000000000000000e+00
2.029374999999999929e+00 -2.349643325805664062e+01 2.237583160400390625e+00 1.000000000000000000e+00
1.054375000000000062e+00 -2.310301971435546875e+01 2.456653594970703125e+00 0.000000000000000000e+00
9.568750000000000311e-01 -2.311810111999511719e+01 2.410127639770507812e+00 0.000000000000000000e+00
1.980625000000000080e+00 -2.377641868591308594e+01 2.893514633178710938e+00 1.000000000000000000e+00
1.200625000000000053e+00 -2.294521903991699219e+01 2.672327041625976562e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.262253570556640625e+01 2.942092895507812500e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.294913673400878906e+01 3.063758850097656250e+00 0.000000000000000000e+00
1.639375000000000027e+00 -2.245115661621093750e+01 3.238746643066406250e+00 1.000000000000000000e+00
1.931875000000000009e+00 -2.681964492797851562e+01 2.824895858764648438e+00 1.000000000000000000e+00
1.493125000000000036e+00 -2.620530509948730469e+01 3.133762359619140625e+00 0.000000000000000000e+00
2.858124999999999805e+00 -2.540382957458496094e+01 3.323352813720703125e+00 1.000000000000000000e+00
9.081249999999999600e-01 -2.611566734313964844e+01 2.911296844482421875e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.512049674987792969e+01 2.483846664428710938e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.451852226257324219e+01 2.531412124633789062e+00 0.000000000000000000e+00
1.103124999999999911e+00 -2.603368568420410156e+01 3.074838638305664062e+00 0.000000000000000000e+00
8.593750000000000000e-01 -2.542825889587402344e+01 2.828113555908203125e+00 0.000000000000000000e+00
6.643750000000000488e-01 -2.491113662719726562e+01 2.413679122924804688e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.431483459472656250e+01 2.205659866333007812e+00 0.000000000000000000e+00
1.590624999999999956e+00 -2.486762619018554688e+01 2.768993377685546875e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.360693740844726562e+01 2.819652557373046875e+00 0.000000000000000000e+00
1.395624999999999893e+00 -2.486314582824707031e+01 2.655538558959960938e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.391797828674316406e+01 2.486265182495117188e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.332106781005859375e+01 2.854629516601562500e+00 0.000000000000000000e+00
9.829375000000000639e+00 -2.697364997863769531e+01 3.137742996215820312e+00 1.000000000000000000e+00
1.054375000000000062e+00 -2.571624565124511719e+01 3.004455566406250000e+00 0.000000000000000000e+00
5.668750000000000178e-01 -2.390918159484863281e+01 2.277276992797851562e+00 0.000000000000000000e+00
9.081249999999999600e-01 -2.426622962951660156e+01 2.293352127075195312e+00 0.000000000000000000e+00
1.200625000000000053e+00 -2.440505599975585938e+01 2.336462020874023438e+00 0.000000000000000000e+00
1.346875000000000044e+00 -2.417327499389648438e+01 2.714139938354492188e+00 0.000000000000000000e+00
8.106250000000000400e-01 -2.433695411682128906e+01 2.855892181396484375e+00 0.000000000000000000e+00
1.541875000000000107e+00 -2.399722480773925781e+01 2.764177322387695312e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.351096343994140625e+01 2.811874389648437500e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.331009101867675781e+01 2.616418838500976562e+00 0.000000000000000000e+00
1.444374999999999964e+00 -2.318679237365722656e+01 3.031810760498046875e+00 0.000000000000000000e+00
1.054375000000000062e+00 -2.288454818725585938e+01 3.233945846557617188e+00 0.000000000000000000e+00
7.618749999999999689e-01 -2.716786003112792969e+01 2.913728713989257812e+00 0.000000000000000000e+00
1.298124999999999973e+00 -2.499103164672851562e+01 2.699598312377929688e+00 0.000000000000000000e+00
1.249374999999999902e+00 -2.470637321472167969e+01 3.184652328491210938e+00 0.000000000000000000e+00
