4   1.3390   -0.8757    0.0996
  -1.6820    0.4551 -359.9026     0.042
  -1.2024   -0.7191 1538.7735     0.000
  -0.0383   -0.1751 -4250.9633     0.023
   0.0000    0.0000 5524.3170     0.023
