4   1.3390   -1.0236    0.0691
  -1.1823   -0.6253   -4.0997    19.312
  -0.0336   -0.2057    6.3357    14.184
  -0.0000   -0.0000   -4.2097    14.366
  -1.7132    0.4947    3.6120     0.000
