8   1.3390   -0.8797    0.1522
  -1.1823   -0.6641  -11.7722     2.035
  -0.0000    0.0000   36.4812     0.886
  -0.4062    0.8828  -13.7326     1.736
  -0.1853   -0.4096   25.1899     0.863
  -0.0492   -0.1756  -38.4914     0.897
  -1.6054    0.6727   58.2433     0.000
  -1.7169    0.4626   61.6450     0.001
  -1.6707    0.5665 -100.7713     0.003
