4   1.3390   -0.8593    0.1352
  -0.9762   -0.7269 2161.3680     0.000
  -0.0223   -0.1015 -23659.9731     0.005
  -0.0000   -0.0000 22585.3571     0.005
  -1.4586    0.7657 -1084.0595     0.043
