4   1.3390   -0.8809    0.2515
  -1.1850   -0.6700    5.8354     0.000
  -0.0750   -0.1600  -18.9991     5.517
  -0.0000   -0.0000   28.0076     5.501
  -1.7103    0.4600   -2.8579     8.786
