4   1.3390   -0.7785    0.0832
  -1.1761   -0.6895   22.3994     0.000
  -1.2427    0.6143  -21.6169     1.388
  -0.0540   -0.1695 -283.8260     0.690
  -0.0000    0.0000  461.4917     0.689
