#
# Columns: x1 y1 u1 v1 x2 y2 u2 v2 lev
#
# To plot the image plane grid, connect each (x1,y1) to the (x2,y2)
# on the same line -- do *not* connect consecutive lines!
#
# To plot the source plane grid, do the same for (u1,v1) and (u2,v2).
#
-1.101101e+00 -1.435192e+00 -6.459671e-01 -1.197648e+00 -8.242609e-01 -2.058215e+00 -4.531338e-01 -1.691708e+00
-8.242609e-01 -2.058215e+00 -4.531338e-01 -1.691708e+00 -7.429578e-01 -1.983370e+00 -3.718316e-01 -1.616865e+00
-7.429578e-01 -1.983370e+00 -3.718316e-01 -1.616865e+00 -1.101101e+00 -1.435192e+00 -6.459671e-01 -1.197648e+00
-8.242609e-01 -2.058215e+00 -4.531338e-01 -1.691708e+00 -2.788226e-01 -2.482746e+00 -2.542587e-02 -2.024545e+00
-2.788226e-01 -2.482746e+00 -2.542587e-02 -2.024545e+00 -7.429578e-01 -1.983370e+00 -3.718316e-01 -1.616865e+00
-1.736310e-01 -2.288369e+00  7.976452e-02 -1.830170e+00 -5.803517e-01 -1.833681e+00 -2.092275e-01 -1.467177e+00
-5.803517e-01 -1.833681e+00 -2.092275e-01 -1.467177e+00 -6.616547e-01 -1.908525e+00 -2.905295e-01 -1.542021e+00
-6.616547e-01 -1.908525e+00 -2.905295e-01 -1.542021e+00 -1.736310e-01 -2.288369e+00  7.976452e-02 -1.830170e+00
-6.616547e-01 -1.908525e+00 -2.905295e-01 -1.542021e+00 -1.101101e+00 -1.435192e+00 -6.459671e-01 -1.197648e+00
-7.429578e-01 -1.983370e+00 -3.718316e-01 -1.616865e+00 -6.616547e-01 -1.908525e+00 -2.905295e-01 -1.542021e+00
-4.177455e-01 -1.683991e+00 -4.662408e-02 -1.317490e+00 -4.990486e-01 -1.758836e+00 -1.279257e-01 -1.392333e+00
-4.990486e-01 -1.758836e+00 -1.279257e-01 -1.392333e+00 -6.843945e-02 -2.093992e+00  1.849546e-01 -1.635796e+00
-6.843945e-02 -2.093992e+00  1.849546e-01 -1.635796e+00 -4.177455e-01 -1.683991e+00 -4.662408e-02 -1.317490e+00
-4.990486e-01 -1.758836e+00 -1.279257e-01 -1.392333e+00 -5.803517e-01 -1.833681e+00 -2.092275e-01 -1.467177e+00
-5.803517e-01 -1.833681e+00 -2.092275e-01 -1.467177e+00 -6.843945e-02 -2.093992e+00  1.849546e-01 -1.635796e+00
