1
7.099993e-01 -6.361645e-01 100000
0.0 100000
-120 100000
0.2 100000

1
4
0.38925	0.31998	152	0.00005 30 0.0 0.0
0	0	161	0.00005 32 0.0 0.0
-0.33388 -0.74771 84	0.00005 16 0.0 0.0
0.95065	-0.80215 4	0.00005 0.8 0.0 0.0

#-1.71 0.460   1.2792  0.01  1.3  0.0 0.0
