#SubfindID		theta_e(arc sec) 
43749		90.5369860973
50461		82.9389775718
52766		71.4128866415
58317		36.6782640335
60216		82.4321201936
64516		58.1023337009
65983		43.5043959013
68929		53.2976946525
70521		42.6368938027
72224		34.23390072
73406		27.9084300518
74752		37.8920923145
77406		40.5939682539
80931		63.6808907076
82074		52.4021624593
83395		39.8286675658
84413		49.4776341254
86665		42.1858447455
87854		67.577706832
88719		43.2826882983
91787		40.7738847292
93295		40.0212118687
95703		51.4227637827
98555		38.0394487168
99583		22.1119422164
100527		47.3086518227
101432		50.2534327086
102181		28.4119948348
103122		24.7424447432
104376		39.9739742972
105690		30.6310632807
106840		51.8476404099
107813		39.5892211217
108801		43.3667845104
109671		34.9919417938
110502		42.5547996595
112088		38.5069061175
114445		25.6110999209
115238		27.6834883926
117164		36.627113393
117739		28.2116872187
118388		27.2324014763
119032		19.7004529626
119843		21.7303327678
120484		31.649696866
121153		37.7965986776
121715		22.8309867852
122195		47.4238555124
123405		30.4071281438
124007		37.9336917489
125198		24.0811223089
125862		36.202206674
126568		25.7059651362
127754		28.7994269588
128399		38.1151228449
128704		41.2208720357
129271		21.4709063067
130538		22.005938702
131127		21.0670885262
131712		23.1226388492
132292		31.3279747947
133539		41.7426600099
134019		37.3518068445
134211		36.1078286166
135102		26.0031905315
135670		36.3307200855
136005		23.2966212024
136563		32.3904434294
137084		27.6348828471
137743		40.8668846086
138191		28.4913413461
138632		26.2734647432
139175		37.3929470538
140304		36.6019239094
140651		21.1582464375
141285		26.1687036297
141747		25.1681967584
142212		53.1008280097
142686		31.4343721901
143089		39.0266332877
144495		27.1700212585
144949		30.7764835963
145267		28.1357323181
145724		33.9001443239
146044		21.4968467918
147093		33.4106587631
147913		32.8806889366
148236		28.1727908433
148705		26.953351829
149311		30.0807011142
149645		20.4059536529
150620		23.8890491647
151038		28.6880210281
151518		30.8554003931
152564		30.7875015551
153006		19.7256367551
153451		21.4025222963
153843		23.2204325565
155069		28.4347000106
155425		10.2873204506
155872		27.1395584285
156809		22.2877780424
157169		29.1918784233
157540		26.6888924998
158023		26.4842911977
158394		13.1862150547
158753		22.219126181
159167		27.8391776216
159591		25.2438513648
159928		34.3997151007
160604		28.3176148393
160907		23.047254031
162078		28.3017916048
162578		30.1746320995
162941		31.3783793603
163277		27.2658942329
164052		21.4034763265
164417		23.4874630389
164742		28.2626524328
165345		27.4054527695
165590		29.3835004591
165834		13.275729929
166687		27.4519604197
167043		19.7261634756
167400		11.5703169922
167808		14.6263064492
168188		18.8663231471
168491		26.4314570568
168790		20.618404388
169111		21.6929920087
169393		25.3842081744
169641		22.6997752037
170004		23.5727022582
170314		25.4859395222
170620		12.8763479409
170935		23.0245114423
171613		23.2223690589
171936		34.9475271913
172163		19.9980312677
172433		22.0624831346
172758		30.4911217258
173033		16.3155581695
173444		14.2286821029
173853		27.4329110942
174101		27.1045309773
174323		17.7335112727
174573		28.1664243089
174891		29.4148408696
175082		23.423544462
175443		20.6750376506
175763		19.0786365838
176054		30.6165205453
176276		21.1361052745
176627		11.0318257917
176903		18.4543384987
177217		28.0381007536
177518		20.4820288464
177811		18.379245186
178139		15.6369346906
178782		18.0715775683
179102		23.2538412543
179310		27.1904837293
179595		21.6800363713
179899		18.1888069662
180346		26.7931129478
180625		25.3140742431
180919		17.3401256657
181237		23.929597126
181438		13.779621587
181799		26.6192067541
182004		21.5964052403
182272		20.831603676
182551		24.2828674613
182747		21.3596094494
183254		24.0430906188
183815		28.666270481
184163		26.7354132912
184412		22.0528938052
184673		23.7457861166
185005		28.1928132297
185268		15.3313322342
185572		24.7003763837
185842		22.9607956384
186033		21.968092716
186312		26.011831071
186566		23.7832025943
186786		20.5571496117
187027		20.818597712
187266		29.2257095396
187569		17.9438078781
187853		22.6558859371
188171		24.9601197028
188526		19.4622341799
188807		22.9762284108
189027		20.7183165428
189265		18.9578029754
189582		19.8609592252
189792		24.1205492586
189997		21.1963449443
190462		24.0735572999
190634		13.0643476574
191108		18.4818791392
191286		21.3578325305
191460		21.2242731499
191760		19.6929502376
191991		16.4319496448
192272		16.3085717904
192586		16.7701225887
193141		18.1996297478
193555		23.1761225671
193737		13.272884232
194226		18.5188172227
194521		22.0627740755
194719		20.2771676799
194974		23.7294346392
195201		23.8274546804
195428		24.2141428133
195664		12.6197835725
195925		18.5020119798
196233		20.3585032448
196489		24.6314191728
196680		19.130171779
196911		20.5530297038
197117		15.7662971198
197586		17.9654480804
198071		26.0745111579
198301		20.701328118
198507		15.1544698508
198762		19.3283789127
198918		21.5035856866
199066		21.9386389767
199282		18.8404482399
199492		14.8616697198
199765		14.3789378258
200038		11.4996557171
200242		18.8950953279
200456		17.2721931266
200678		14.6646004771
200818		20.0001966052
201051		12.0566100324
201307		16.529518053
201595		21.1235704727
201832		21.4319497579
202011		19.4297633937
202216		16.5213008425
202405		16.433722597
202575		17.7047224646
202762		18.3501826275
203017		12.6703870899
203200		17.9733763748
203357		15.4077473586
203557		19.4844843782
203727		21.0726986428
203900		18.7943314201
204086		16.82963584
204301		20.1297179463
204724		21.6157271277
204887		9.91985118926
205151		16.7924888394
205577		20.4909421141
205724		16.9314064862
205892		14.5270488304
206084		20.1000236725
206270		20.692145858
206410		19.539309023
206553		21.2283275376
206669		16.122267224
206919		18.7228956777
207161		21.2377324233
207298		5.28078673095
207591		19.2179401418
207783		16.4012122563
208021		18.978440121
208236		20.9647399809
208418		18.1698080318
208587		7.06312336297
208884		13.754186869
209388		23.649201687
209566		21.3544534467
209727		20.1977364072
209862		15.5308966697
210030		17.382310294
210225		20.0502583403
210414		22.931508273
210510		20.9143949677
