#    SUBHALO_ID     Rein_x(arcsec)
      198301	     0.490623
      198507	     0.604305
      198762	     0.722355
      200242	     0.866048
      200456	     0.846637
      200678	     0.457824
      200818	     0.924092
      201051	     0.436929
      201307	     0.480929
      203200	     0.496828
      203357	     0.269305
      203557	     0.931678
      203727	     0.251970
      203900	     0.840254
      204086	     0.446629
      204724	      1.04781
      205151	     0.368982
      207783	     0.610965
      208021	     0.696183
      208884	     0.212780
      209113	     0.535833
      209566	     0.962361
      210510	     0.847345
      210687	     0.707814
      211361	     0.458193
      211697	     0.556872
      211895	     0.542333
      212319	     0.694016
      212575	     0.516213
      212744	     0.228134
      213179	     0.397010
      213396	     0.750164
      213684	     0.517120
      213861	     0.261640
      214344	     0.796285
      214535	     0.786269
      214895	     0.449469
      215239	     0.685677
      215360	     0.587838
      215634	     0.713518
      216060	     0.886869
      216312	     0.371491
      216735	     0.542333
      217576	     0.692187
      217752	     0.637275
      218142	     0.768042
      218313	     0.800193
      218550	     0.458409
      218701	     0.509787
      219155	     0.644683
      219255	     0.275149
      219931	     0.306142
      220028	     0.483827
      220114	     0.372725
      220612	     0.577680
      220920	     0.468806
      221116	     0.403875
      221260	     0.527846
      223058	     0.810873
      224337	     0.694093
      224771	     0.738268
      224884	     0.236595
      225683	     0.221633
      225935	     0.282196
      226400	     0.662038
      226540	     0.110302
      226958	     0.537764
      227473	     0.785025
      228201	     0.498995
      228508	     0.712838
      229028	     0.433989
      229532	     0.456976
      229895	     0.867846
      230235	     0.631019
      230661	     0.463971
      231331	     0.105802
      231499	     0.448263
      231786	     0.324939
      232066	     0.158628
      233193	     0.541655
      233951	     0.667383
      234229	     0.277972
      234375	     0.588991
      234734	     0.552154
      234864	     0.670586
      235292	     0.104621
      235407	     0.743538
      235540	     0.464325
      235714	     0.543030
      235881	     0.586600
      236217	     0.461238
      236630	     0.723559
      236987	     0.172990
      237149	     0.405055
      237278	     0.104621
      237758	     0.333443
      238156	     0.473215
      238319	     0.631476
      238660	     0.310476
      238929	     0.695605
      239346	     0.301180
      239433	     0.209839
      239812	     0.295331
      240065	     0.340404
      240196	     0.301635
      240677	     0.773650
      241517	     0.574997
      241918	     0.730612
      242857	     0.332145
      243552	     0.226087
      243738	     0.193193
      244050	     0.110326
      244133	     0.150407
      244226	     0.544155
      244714	     0.628293
      244839	     0.430326
      244968	     0.600109
      245650	     0.622917
      245996	     0.563457
      246303	     0.766024
      246585	     0.489627
      246889	     0.507928
      247169	     0.427139
      247366	     0.225937
      247491	     0.762101
      247546	     0.113288
      248077	     0.206465
      248250	     0.419720
      248355	     0.428804
      248845	     0.376832
      250139	     0.353535
      250214	     0.604983
      250329	     0.489660
      250612	     0.134326
      250845	     0.106605
      251164	     0.405490
      251269	     0.178295
      251746	     0.377649
      252643	     0.269923
      253181	     0.601193
      253503	     0.451314
      253944	     0.733971
      254031	     0.312773
      254152	     0.633034
      254314	     0.476596
      254579	     0.170283
      254722	     0.432810
      255103	     0.551543
      255201	     0.517930
      255648	     0.342411
      255781	     0.535720
      256176	     0.231479
      256444	     0.234469
      256703	     0.270556
      256986	     0.176128
      257184	     0.282769
      257403	     0.687072
      257595	     0.353254
      257894	     0.349837
      258073	     0.143538
      258645	     0.104421
      258765	     0.518435
      258881	     0.337154
      259133	     0.216410
      259208	     0.776100
      259355	     0.217285
      259479	     0.278631
      259755	     0.221633
      260441	     0.728038
      260610	     0.463826
      261166	     0.425344
      261363	     0.212966
      261879	     0.413530
      262047	     0.417090
      262515	     0.187633
      263211	     0.596513
      263313	     0.493846
      263471	     0.462703
      263539	     0.108955
      263707	     0.569388
      264265	     0.147959
      264603	     0.510549
      265730	     0.418380
      265866	     0.274299
      266199	     0.587810
      266384	     0.342844
      266577	     0.335317
      266684	     0.428729
      266938	     0.571571
      267371	     0.345234
      267529	     0.158793
      267576	     0.449730
      267939	     0.363854
      268012	     0.696089
      268519	     0.185171
      269101	     0.256863
      269350	     0.482997
      269591	     0.384480
      269673	     0.178913
      269779	     0.575042
      269816	     0.624123
      269853	     0.450613
      269888	     0.419449
      270231	     0.519324
      270982	     0.456838
      271073	     0.257920
      272033	     0.280492
      272652	     0.208519
      272980	     0.525954
      273260	     0.642467
      273702	     0.221633
      273764	     0.256982
      274081	     0.205679
      274163	     0.127739
      274285	     0.149412
      274614	     0.526911
      274701	     0.534106
      274821	     0.329454
      275016	     0.202034
      275123	     0.260189
      275286	     0.270391
      275372	     0.196677
      275537	     0.622382
      275833	     0.370614
      275895	     0.369860
      275978	     0.203417
      276418	     0.298727
      276629	     0.133410
      277064	     0.352687
      277247	     0.546667
      277309	     0.194077
      277369	     0.241166
      277836	     0.303236
      277873	     0.331524
      278049	     0.182826
      278125	     0.257268
      278717	     0.282092
      279300	     0.368252
      279387	     0.110769
      279828	     0.206006
      280406	     0.190736
      280450	     0.265837
      280675	     0.370219
      281185	     0.430449
      281701	     0.196617
      282562	     0.617285
      282696	     0.526915
      282757	     0.152759
      282839	     0.403166
      282947	     0.521119
      283028	     0.538032
      283120	     0.492066
      283508	     0.453510
      283547	     0.267074
      283784	     0.562030
      283962	     0.204298
      284395	     0.110976
      285101	     0.183708
      286242	     0.199841
      286381	     0.216177
      286824	     0.363021
      286994	     0.242921
      287881	     0.549128
      287947	     0.119315
      288451	     0.468132
      288833	     0.439131
      289309	     0.321834
      291704	     0.357642
      291964	     0.245163
      292075	     0.484792
      292354	     0.260226
      292514	     0.412276
      295149	     0.287055
      295851	     0.358978
      296044	     0.116599
      296088	     0.255502
      296268	     0.283002
      296331	     0.228243
      296499	     0.356858
      296627	     0.258475
      296924	     0.506350
      297445	     0.251970
      297537	     0.215388
      299731	     0.151548
      300047	     0.343698
      300789	     0.195199
      300998	     0.361146
      301412	     0.200364
      302174	     0.152160
      302645	     0.325851
      303113	     0.191006
      303313	     0.367146
      304042	     0.114218
      304387	     0.510421
      304512	     0.258076
      304580	     0.419927
      304617	     0.105330
      305324	     0.109144
      305396	     0.106924
      305769	     0.372450
      307056	     0.108616
      308409	     0.138249
      308451	     0.453472
      309286	     0.301362
      310221	     0.248808
      311336	     0.139580
      313837	     0.161014
      313945	     0.354359
      314605	     0.128434
      315138	     0.226081
      315848	     0.151316
      316424	     0.166410
      318081	     0.107037
      319328	     0.128826
      319646	     0.372609
      320973	     0.231385
      324219	     0.131304
      325209	     0.131353
      325540	     0.320505
      327886	     0.221706
      329200	     0.210748
      329843	     0.242604
      333090	     0.148778
      333285	     0.205533
      341744	     0.181185
      342091	     0.377746
      342859	     0.209183
      344013	     0.236439
      344701	     0.105664
      344966	     0.150298
      346378	     0.224559
      348549	     0.259622
      352324	     0.360720
      352893	     0.118035
      359299	     0.166565
      361274	     0.179611
           0	      2.93892
       46224	     0.891203
       50461	      1.48276
       58317	      1.24657
       73406	      1.16806
       85591	      1.02338
       88719	      1.59761
       95703	      1.94865
       98555	      1.11223
       99583	     0.947542
      105690	      1.00147
      114445	     0.793693
      115238	      1.29208
      117164	     0.921539
      119032	      1.07600
      119843	     0.648511
      122195	      1.35970
      124007	      1.33975
      125198	     0.691849
      126568	     0.657323
      128704	      1.32357
      129271	     0.480337
      131712	     0.806694
      132292	      1.23357
      134019	      1.06672
      136005	     0.368982
      136563	     0.863033
      138632	     0.515078
      140304	      1.69079
      140651	     0.410153
      141747	     0.720018
      142686	      1.31329
      143860	     0.919372
      144495	     0.912806
      147093	      1.55861
      150209	     0.496828
      150620	     0.943208
      151518	      1.05895
      153006	     0.836324
      155425	     0.336269
      155872	     0.833819
