LENS PARMS:
   alpha 7.425893e-01 7.709399e-01 -6.771569e-01 3.845910e-01 5.545431e+01 1.462560e-01 5.251047e+01 0.0 0.0 1.000000e+00
  pjaffe 3.198233e-04 1.029572e+00 -5.440003e-01 0.0 0.0 0.0 0.0 0.0 1.545292e-02 0.0
  pjaffe 2.699814e-04 8.963735e-01 1.680255e-01 0.0 0.0 0.0 0.0 0.0 1.419784e-02 0.0
  pjaffe 5.136050e-04 -2.455668e-01 -1.721951e+00 0.0 0.0 0.0 0.0 0.0 1.958259e-02 0.0
  pjaffe 4.827464e-04 1.232706e+00 -1.324954e+00 0.0 0.0 0.0 0.0 0.0 1.898519e-02 0.0
  pjaffe 6.170137e-04 -1.922829e-01 -1.503862e+00 0.0 0.0 0.0 0.0 0.0 2.146361e-02 0.0
  pjaffe 3.134176e-04 1.802133e+00 -1.655874e+00 0.0 0.0 0.0 0.0 0.0 1.529738e-02 0.0
  pjaffe 2.503229e-04 7.108194e-01 -7.530747e-01 0.0 0.0 0.0 0.0 0.0 1.367117e-02 0.0
  pjaffe 5.025308e-04 1.284879e+00 3.695139e-01 0.0 0.0 0.0 0.0 0.0 1.937032e-02 0.0
  pjaffe 3.065181e-04 -4.018503e-01 3.602285e-02 0.0 0.0 0.0 0.0 0.0 1.512807e-02 0.0
  pjaffe 3.785515e-04 2.463654e-01 -1.387135e+00 0.0 0.0 0.0 0.0 0.0 1.681194e-02 0.0
  pjaffe 4.768740e-04 1.278481e+00 -1.193895e+00 0.0 0.0 0.0 0.0 0.0 1.886936e-02 0.0
  pjaffe 5.175974e-04 1.428043e-01 -1.002271e+00 0.0 0.0 0.0 0.0 0.0 1.965855e-02 0.0
  pjaffe 2.481096e-04 7.708241e-01 5.586804e-02 0.0 0.0 0.0 0.0 0.0 1.361060e-02 0.0
  pjaffe 3.685343e-04 2.020083e+00 -1.407230e+00 0.0 0.0 0.0 0.0 0.0 1.658801e-02 0.0
  pjaffe 3.882752e-04 -4.107018e-01 -7.305350e-01 0.0 0.0 0.0 0.0 0.0 1.702650e-02 0.0
  pjaffe 1.190084e-03 -1.352858e-01 -1.490871e+00 0.0 0.0 0.0 0.0 0.0 2.980879e-02 0.0
  pjaffe 1.190766e-03 1.255200e+00 -5.458493e-01 0.0 0.0 0.0 0.0 0.0 2.981732e-02 0.0
  pjaffe 2.656219e-04 5.492325e-01 -1.546492e+00 0.0 0.0 0.0 0.0 0.0 1.408275e-02 0.0
  pjaffe 3.360696e-04 1.875302e-01 -1.803072e+00 0.0 0.0 0.0 0.0 0.0 1.584054e-02 0.0
  pjaffe 6.224717e-04 3.728201e-01 1.885133e-01 0.0 0.0 0.0 0.0 0.0 2.155834e-02 0.0
  pjaffe 2.546170e-03 1.424109e+00 -1.066261e+00 0.0 0.0 0.0 0.0 0.0 4.360127e-02 0.0
  pjaffe 2.609041e-04 1.824667e+00 -1.686395e+00 0.0 0.0 0.0 0.0 0.0 1.395712e-02 0.0
  pjaffe 2.315534e-04 9.270971e-02 -1.353645e+00 0.0 0.0 0.0 0.0 0.0 1.314865e-02 0.0
  pjaffe 3.557399e-04 1.306073e+00 1.540872e-01 0.0 0.0 0.0 0.0 0.0 1.629753e-02 0.0
  pjaffe 1.146662e-03 1.219853e+00 -1.773562e+00 0.0 0.0 0.0 0.0 0.0 2.925992e-02 0.0
  pjaffe 4.753135e-04 1.646756e+00 -1.064522e+00 0.0 0.0 0.0 0.0 0.0 1.883847e-02 0.0
  pjaffe 2.585371e-04 -2.107090e-01 -1.206245e+00 0.0 0.0 0.0 0.0 0.0 1.389367e-02 0.0
  pjaffe 5.074649e-04 7.570358e-01 -2.040980e+00 0.0 0.0 0.0 0.0 0.0 1.946518e-02 0.0
  pjaffe 2.943629e-04 -1.892900e-01 -7.528112e-02 0.0 0.0 0.0 0.0 0.0 1.482508e-02 0.0
  pjaffe 5.047757e-04 8.186792e-01 -1.769360e+00 0.0 0.0 0.0 0.0 0.0 1.941354e-02 0.0
  pjaffe 5.367003e-04 1.529294e+00 2.178877e-01 0.0 0.0 0.0 0.0 0.0 2.001803e-02 0.0
  pjaffe 7.474641e-04 -1.784138e-01 2.913804e-02 0.0 0.0 0.0 0.0 0.0 2.362385e-02 0.0
  pjaffe 2.297031e-04 5.815292e-01 -2.098553e-01 0.0 0.0 0.0 0.0 0.0 1.309601e-02 0.0
  pjaffe 3.129190e-04 6.147509e-01 1.813571e-01 0.0 0.0 0.0 0.0 0.0 1.528521e-02 0.0
  pjaffe 7.928763e-04 2.171626e+00 -1.005970e+00 0.0 0.0 0.0 0.0 0.0 2.433090e-02 0.0
  pjaffe 3.570498e-04 6.631451e-01 -5.333351e-01 0.0 0.0 0.0 0.0 0.0 1.632751e-02 0.0
  pjaffe 2.859977e-04 8.507819e-02 6.108430e-01 0.0 0.0 0.0 0.0 0.0 1.461291e-02 0.0
  pjaffe 4.544208e-04 2.481589e-01 -7.627652e-01 0.0 0.0 0.0 0.0 0.0 1.841978e-02 0.0
  pjaffe 5.697564e-04 2.126112e+00 -7.370446e-02 0.0 0.0 0.0 0.0 0.0 2.062529e-02 0.0
