0.209912 0.220904 -0.195743 0.296814 11.201054 0.109034 0.106991 -0.236979 0.866842 -2.600938 0.0 0.0 0.317309 0.008807 0.192134 -0.250948 
0.198555 0.208089 -0.198752 0.310082 -3.707348 0.159597 0.147302 -0.220293 0.882961 -2.725162 0.0 0.0 0.292675 0.000704 0.303056 -0.214194 
0.170254 0.153399 -0.175559 0.304669 -2.941323 0.063836 0.186780 -0.206170 0.855719 -2.277870 0.0 0.0 0.257209 0.005684 0.110030 -0.167970 
0.206007 0.165182 -0.235327 0.297137 4.279924 0.128999 0.177801 -0.217656 0.882573 13.676878 0.0 0.0 0.241647 0.007941 0.143376 -0.079274 
0.173449 0.172896 -0.155004 0.313450 -0.520774 0.065744 0.155649 -0.204430 0.876743 14.346492 0.0 0.0 0.268173 0.000698 0.087517 -0.205065 
0.188861 0.212416 -0.206608 0.304861 10.955838 0.155756 0.132689 -0.179269 0.861567 12.860723 0.0 0.0 0.320826 0.001841 0.139184 -0.050387 
0.171590 0.187516 -0.248364 0.307780 11.166920 0.100189 0.107784 -0.229836 0.883905 4.937659 0.0 0.0 0.300973 0.003637 0.149825 -0.198890 
0.214888 0.161925 -0.195761 0.301873 9.792087 0.132168 0.146115 -0.181275 0.864489 10.058647 0.0 0.0 0.301545 0.002601 0.178884 -0.076599 
0.214909 0.135073 -0.182076 0.309155 8.320739 0.063013 0.171498 -0.242123 0.871141 -1.078110 0.0 0.0 0.240046 0.016985 0.094293 -0.264606 
0.212422 0.219608 -0.189913 0.323923 -1.807129 0.141413 0.188582 -0.183094 0.880473 -2.638430 0.0 0.0 0.235621 0.001395 0.181948 -0.100089 
0.167471 0.184692 -0.194890 0.318124 6.740485 0.125142 0.164507 -0.252516 0.864940 -2.519793 0.0 0.0 0.234667 0.000671 0.183487 -0.274027 
0.237235 0.213205 -0.192784 0.326436 7.596338 0.118052 0.171585 -0.169421 0.868303 5.961298 0.0 0.0 0.251604 0.024467 0.152412 -0.183555 
0.165952 0.221794 -0.226320 0.294137 -3.305885 0.130393 0.154299 -0.241701 0.849993 1.631080 0.0 0.0 0.246575 0.014628 0.094974 -0.060042 
0.212075 0.229393 -0.201564 0.303211 6.636841 0.097620 0.132624 -0.174578 0.851690 16.383215 0.0 0.0 0.284136 0.020326 0.254550 -0.048732 
0.241828 0.182639 -0.245085 0.295944 -5.111332 0.068474 0.132995 -0.200439 0.884341 14.173083 0.0 0.0 0.276721 0.000375 0.078754 -0.097664 
0.206248 0.191540 -0.194721 0.319448 3.247189 0.060017 0.108654 -0.186597 0.853552 2.630778 0.0 0.0 0.323037 0.000517 0.116531 -0.077978 
0.253367 0.166125 -0.229555 0.319350 12.566577 0.073755 0.131330 -0.214606 0.880560 -2.610539 0.0 0.0 0.292057 0.001943 0.311744 -0.148111 
0.245417 0.216746 -0.161708 0.306205 2.054165 0.114357 0.128115 -0.220617 0.884198 10.830675 0.0 0.0 0.292784 0.022853 0.079557 -0.136711 
0.213530 0.135430 -0.218206 0.305610 -5.715608 0.076158 0.151342 -0.161144 0.862686 4.756090 0.0 0.0 0.261039 0.002558 0.303376 -0.096210 
0.164136 0.155368 -0.248096 0.307800 11.899127 0.155607 0.146546 -0.236620 0.868817 2.762531 0.0 0.0 0.242645 0.001613 0.170655 -0.229295 
0.248781 0.132911 -0.181502 0.292033 3.410628 0.080842 0.144354 -0.192246 0.852902 4.746381 0.0 0.0 0.270582 0.016573 0.233427 -0.252971 
0.187296 0.174381 -0.212187 0.290497 2.661433 0.109309 0.160202 -0.180476 0.869697 14.952097 0.0 0.0 0.243130 0.006053 0.216160 -0.083142 
0.225950 0.226356 -0.244427 0.302206 8.032907 0.115025 0.140342 -0.164504 0.865467 11.233860 0.0 0.0 0.298516 0.002085 0.177578 -0.096750 
0.188910 0.212707 -0.193644 0.308571 1.628669 0.126166 0.181029 -0.200725 0.875778 4.284205 0.0 0.0 0.275675 0.002754 0.090613 -0.167837 
0.217415 0.157337 -0.217991 0.298872 4.813221 0.136277 0.106391 -0.174479 0.874812 16.988640 0.0 0.0 0.275223 0.020456 0.160956 -0.194769 
0.253651 0.221421 -0.227891 0.301024 0.049412 0.145581 0.126088 -0.229209 0.863305 6.044565 0.0 0.0 0.325762 0.006394 0.113308 -0.280186 
0.189424 0.228038 -0.231768 0.319634 9.023297 0.110095 0.142435 -0.166634 0.847063 0.474840 0.0 0.0 0.255102 0.003728 0.192476 -0.094526 
0.239181 0.171956 -0.212683 0.291368 -1.174148 0.157319 0.190723 -0.220060 0.876371 -0.003942 0.0 0.0 0.315380 0.015785 0.263419 -0.105266 
0.184206 0.171759 -0.205963 0.301917 -2.501909 0.134675 0.127444 -0.244780 0.870897 5.752279 0.0 0.0 0.242238 0.011585 0.291360 -0.046255 
0.196346 0.229024 -0.159574 0.296459 11.083080 0.142823 0.115847 -0.210057 0.866789 5.223140 0.0 0.0 0.283283 0.000915 0.284410 -0.119508 
0.241788 0.174166 -0.193229 0.302209 4.357275 0.088125 0.140528 -0.241702 0.872987 16.489801 0.0 0.0 0.313598 0.000264 0.136115 -0.239894 
0.180537 0.139739 -0.194301 0.327670 0.180816 0.136947 0.121753 -0.163911 0.880862 5.836403 0.0 0.0 0.250431 0.004362 0.258977 -0.164736 
0.246821 0.188965 -0.193887 0.306533 5.086907 0.100240 0.124598 -0.248511 0.863737 6.984603 0.0 0.0 0.251148 0.015408 0.097447 -0.187296 
0.181409 0.138556 -0.235644 0.307133 -3.780508 0.067136 0.102532 -0.222799 0.859082 -0.451814 0.0 0.0 0.232114 0.008295 0.246285 -0.127533 
0.162318 0.202301 -0.236877 0.317441 12.728724 0.065814 0.104659 -0.206074 0.872441 14.490607 0.0 0.0 0.319753 0.016931 0.266785 -0.268141 
