-0.166878 -0.154273 3.078663 0.202654 0.145769 3.678130 0.459117 -0.117959 5.718865 0.188647 -0.385089 3.670534 
-0.142293 -0.081234 3.645987 0.043847 0.096135 2.654081 0.450675 -0.033880 5.791818 0.150648 -0.428948 1.259218 
-0.022337 0.011065 4.991730 0.025192 0.039321 4.340205 0.083749 0.058343 6.810610 0.163110 -0.414658 1.155012 
-0.029129 -0.167973 2.339996 0.162012 -0.077340 4.954722 0.341489 -0.122688 7.215690 0.210144 -0.354142 10.818570 
-0.094162 -0.226598 6.281914 0.035676 -0.024642 2.264712 0.451809 -0.181068 2.276384 0.050907 -0.409572 1.775095 
-0.007177 0.055235 4.364322 0.122639 0.098437 5.927835 0.213995 0.100146 6.968545 0.210479 -0.370178 0.799976 
-0.118050 -0.279429 4.704375 0.111768 0.081405 2.054992 0.578628 -0.214638 3.695018 0.109348 -0.493874 2.538277 
-0.069160 -0.030124 10.970340 -0.047012 -0.000307 9.358531 0.377233 0.056113 4.318529 0.165995 -0.321538 1.503681 
-0.082232 -0.056305 3.893050 0.117873 0.111122 3.268136 0.426164 -0.003945 6.025748 0.166349 -0.348700 4.523206 
-0.040286 -0.371526 4.187906 0.046101 -0.049233 1.478212 0.406329 -0.232430 3.677382 0.165286 -0.438228 1.885550 
-0.143742 -0.080944 2.835202 0.051768 0.091659 3.200512 0.181753 0.114296 8.322107 0.230551 -0.371389 1.537022 
-0.096658 -0.132623 2.968618 0.035439 0.012941 2.231410 0.418582 -0.107596 4.168082 0.101979 -0.304017 2.263488 
-0.038432 -0.252578 4.518007 0.070734 -0.083245 2.098959 0.446717 -0.132382 3.836516 0.211042 -0.461320 4.160384 
-0.010579 -0.199877 5.469842 0.030316 -0.048969 1.400606 0.331009 -0.100619 2.595491 0.099164 -0.278429 2.299410 
-0.010256 -0.172281 5.192639 0.060008 -0.024996 9.307278 0.531867 -0.073997 3.543814 0.228809 -0.386510 3.362992 
-0.084221 -0.316368 8.848947 0.027870 0.098537 1.714442 0.549545 -0.166193 3.311821 0.067173 -0.444257 4.369161 
-0.140676 0.011561 4.726246 0.086220 0.142235 2.018389 0.389241 0.015400 4.402764 0.093397 -0.386756 1.439458 
-0.108190 -0.274097 9.313480 0.008216 -0.021333 5.624155 0.485503 -0.169528 3.047261 0.040870 -0.473760 2.468765 
-0.130540 -0.147244 3.694469 0.026834 -0.026365 1.355666 0.335798 -0.138972 3.218044 0.091348 -0.439728 0.798790 
-0.093414 -0.097680 3.690295 -0.041878 -0.033850 3.100100 0.087578 0.047224 3.983822 0.190448 -0.300551 1.054911 
-0.130503 -0.096258 4.206514 0.316342 0.132125 18.674830 0.463148 0.065825 16.172100 0.293732 -0.500094 2.746375 
-0.023048 -0.163132 4.353263 0.081672 0.003451 3.141006 0.327000 -0.148367 3.021030 0.070836 -0.228725 2.552848 
-0.048528 -0.205328 4.416576 0.026116 -0.014328 2.434871 0.518622 -0.094385 3.730415 0.152369 -0.373144 2.181256 
-0.096334 -0.198501 2.516148 0.209795 -0.008690 2.655175 0.300098 -0.241760 6.518833 0.151478 -0.320841 3.255147 
-0.044858 -0.106440 3.510161 0.180625 0.045390 13.930700 0.350620 -0.037688 15.361230 0.208860 -0.308758 2.847601 
-0.054116 -0.325138 2.918548 0.141213 0.007863 1.698559 0.267460 -0.364714 7.999707 0.102814 -0.381054 2.798074 
-0.124655 -0.119662 24.466630 -0.026335 0.042136 10.207280 0.540686 -0.239433 2.564706 -0.087801 -0.324828 12.538200 
-0.015033 0.020010 13.673750 0.015708 0.039099 9.394086 0.398219 -0.027754 2.129506 0.096031 -0.423115 0.706435 
-0.022360 -0.201355 2.169752 0.135716 -0.022894 12.305110 0.355276 -0.194870 6.187330 0.157154 -0.266655 2.780129 
-0.087206 -0.281043 2.836861 0.218511 0.052591 2.389148 0.432111 -0.273055 4.312036 0.144898 -0.386210 1.542405 
-0.162747 -0.277517 4.926911 -0.002884 0.037187 1.787330 0.520211 -0.143961 3.691131 0.136727 -0.517721 1.330229 
-0.070018 -0.029706 13.913400 -0.038568 0.005290 10.674350 0.443180 -0.064349 3.218253 0.110795 -0.405375 1.104250 
-0.128982 -0.131617 2.231518 0.007389 0.046485 1.201471 0.304918 0.103652 12.936950 0.193678 -0.293331 2.344261 
-0.141784 -0.067380 4.215138 -0.013638 0.076085 2.261795 0.328006 -0.018149 4.608085 0.084158 -0.294666 0.753163 
-0.054142 -0.393785 6.672017 0.010817 0.131103 1.775175 0.511998 -0.181125 3.037542 0.022607 -0.430882 3.674402 
-0.029797 -0.012914 6.588367 0.016305 0.012516 5.878630 0.177162 0.045846 3.962143 0.206602 -0.419096 0.586046 
-0.095803 -0.051440 4.012544 0.040139 0.081502 1.890715 0.434652 -0.011067 3.493368 0.128854 -0.348434 1.139672 
-0.056550 0.002235 5.106768 0.016637 0.059206 3.199503 0.311420 0.083495 4.227194 0.190353 -0.375987 1.259547 
-0.081948 -0.002386 7.413389 -0.043453 0.042446 10.001500 0.007646 0.088073 9.164097 0.307038 -0.390335 1.886639 
-0.022617 -0.141997 7.862968 0.021014 -0.084681 5.074288 0.385880 -0.122533 2.390364 0.094449 -0.333292 1.753700 
0.000036 0.025350 4.048650 0.079506 0.056389 8.911113 0.111060 0.063242 10.727600 0.212742 -0.336473 0.695939 
-0.042918 -0.165601 4.229785 0.030691 -0.094082 1.800762 0.391828 -0.164004 5.349160 0.104367 -0.401486 1.958806 
-0.299761 -0.191110 2.825789 0.028774 0.132796 1.660047 0.475092 -0.042940 4.606546 0.174679 -0.568771 0.631631 
-0.243202 -0.386875 3.821608 -0.037520 0.147981 0.894890 0.542343 -0.049676 3.943360 0.260427 -0.550131 1.045705 
