-0.094046 -0.093519 3.059148 0.198277 0.088297 2.535543 0.364179 0.022006 5.474741 0.209490 -0.365105 1.851618 
-0.074380 -0.094676 3.913608 0.222100 0.114403 12.043060 0.432194 0.022142 9.829556 0.242451 -0.379429 2.997100 
-0.079509 -0.128799 8.465136 0.050638 0.052685 4.851813 0.483687 -0.133483 2.803060 0.111585 -0.395387 2.603494 
-0.068144 -0.261654 3.704189 0.155238 0.064374 2.211214 0.503133 -0.202781 5.009787 0.169094 -0.425205 3.617186 
0.001971 -0.341984 17.412600 0.096159 0.047065 2.066670 0.482161 -0.211443 3.412684 0.051482 -0.380275 12.457140 
-0.043293 -0.175241 2.949021 0.189039 0.029085 2.569933 0.380837 -0.086241 5.682437 0.238086 -0.335997 1.378197 
-0.046472 -0.236904 3.210648 0.215368 0.031740 2.846139 0.464022 -0.211449 5.389172 0.249059 -0.409973 2.202935 
-0.116071 -0.105170 4.329579 0.094050 0.082600 4.495597 0.450586 -0.133118 4.110949 0.136554 -0.412403 1.680026 
-0.044610 -0.107848 6.117155 0.064350 0.047859 2.875325 0.446979 -0.062826 2.900332 0.137206 -0.338569 1.119875 
-0.150072 -0.195492 4.517525 0.125991 0.086468 1.575003 0.466736 -0.201696 3.645912 0.138356 -0.452839 1.554950 
-0.096461 -0.025782 3.298389 0.123314 0.126991 2.794871 0.333979 0.098829 7.334819 0.215708 -0.374269 0.760953 
-0.015399 -0.032634 4.373630 0.144256 0.056072 6.285423 0.231838 0.053207 9.578875 0.207356 -0.312960 0.891849 
-0.121312 -0.041920 3.889646 0.167643 0.098445 9.222046 0.380664 -0.006774 8.126167 0.147925 -0.419289 1.511440 
0.022913 0.073850 3.930680 0.134730 0.124001 2.231509 0.392396 0.070470 4.977877 0.195493 -0.336199 0.656365 
-0.132430 -0.206557 2.826450 0.140072 0.047548 2.209745 0.409637 -0.067837 5.468396 0.226382 -0.435988 1.642410 
-0.008346 -0.068578 4.557696 0.125020 0.025203 2.603461 0.398303 -0.077835 4.092827 0.175483 -0.350552 1.225915 
-0.005323 -0.048939 4.488007 0.138820 0.015883 2.043547 0.371918 -0.080415 3.206646 0.160786 -0.384381 0.864496 
-0.041605 0.021813 4.737426 0.185798 0.117707 2.515880 0.406517 0.008951 4.292019 0.179663 -0.350453 1.093884 
-0.059149 -0.095014 2.995898 0.106707 0.041048 1.571772 0.328381 -0.004583 3.781548 0.187740 -0.317412 0.701661 
-0.030380 -0.052028 3.263537 0.154995 0.043404 2.278095 0.355223 -0.016322 4.706530 0.184507 -0.361305 0.804113 
-0.091736 -0.206797 3.446891 0.194699 0.032670 2.984748 0.391075 -0.221204 6.240257 0.207988 -0.388892 2.266401 
-0.013701 0.009628 3.079072 0.102679 0.061476 2.809873 0.202928 0.069283 4.797739 0.210212 -0.318266 0.641678 
-0.079156 -0.119747 2.572773 0.149252 0.042519 1.481965 0.378329 -0.022236 4.913968 0.228544 -0.394110 0.697280 
-0.071268 -0.195121 3.542039 0.160962 0.021099 1.742556 0.409337 -0.146391 3.767021 0.206826 -0.386424 1.153495 
-0.014939 -0.010672 6.607705 0.042656 0.030457 4.591487 0.368815 0.017836 3.405673 0.195711 -0.379171 0.718045 
-0.022911 0.003807 5.142952 0.164017 0.105705 2.171377 0.464719 -0.072849 3.542520 0.163749 -0.360002 1.183656 
-0.080874 -0.274784 5.434215 0.108262 0.053132 2.656579 0.443356 -0.170918 2.810453 0.162273 -0.410751 1.510748 
-0.078733 -0.026236 6.255828 0.105723 0.086706 2.838778 0.392633 0.005775 4.455198 0.166867 -0.425007 1.390859 
-0.109359 -0.304184 5.840730 0.135775 0.073240 1.585014 0.459927 -0.253719 3.253611 0.148730 -0.452769 2.762975 
-0.031897 0.041701 5.869138 0.038849 0.092731 3.626793 0.453906 0.055155 3.978312 0.199630 -0.424064 0.726669 
-0.094923 -0.121294 3.173411 0.152006 0.111643 6.179798 0.424795 0.030529 7.032120 0.236373 -0.372469 1.778248 
-0.084128 -0.024462 5.650544 0.129847 0.089422 2.459799 0.419514 -0.015541 4.905360 0.152663 -0.463898 1.021211 
-0.028858 -0.077970 2.839999 0.199340 0.047468 2.084762 0.332460 0.012222 4.829136 0.219881 -0.339685 0.977266 
