4   1.3390   -0.8943    0.0711
  -1.1905   -0.7108   14.6808     0.000
  -0.0282   -0.1692  -71.0756     1.664
  -1.4452    0.8275   -8.5131     5.279
  -0.0000   -0.0000   72.9827     1.659
