1
-0.472 -1.277 100000
0.0 100000
-120 100000
0.2 100000

1
4
0.5876	-1.9341	401	0.003 8 0.0 0.0
0.7208	-1.5298	362	0.003 8 0.0 0.0
0	0 	156	0.003 4 0.0 0.0
-1.3608	-1.6348 58	0.008 2 0.0 0.0

#-1.71 0.460   1.2792  0.01  1.3  0.0 0.0
