1
-1.071	0.633 100000
0.0 100000
-120 100000
0.2 100000

1
4
0	0	401	0.003 8 0.0 0.0
0.13396	0.4054	362	0.003 8 0.0 0.0
-0.58852	1.93752 	156	0.003 4 0.0 0.0
-1.9454	0.29972 58	0.008 2 0.0 0.0

#-1.71 0.460   1.2792  0.01  1.3  0.0 0.0
