4   1.5000    0.1910   -0.1470
   0.1619   -0.3680   -0.8537     8.015
   0.4117   -0.0280    5.0324     0.000
  -0.0000   -0.0000    9.9246     3.087
   0.0726    0.0480   -6.1546     3.148
