9
1 1 0.1 0.15
1 2 0.18 0.21
1 3 -0.21 -0.18
1 4 0 0.55
2 1 0.08 0.15
2 2 0.11 0.14
2 3 -0.23 -0.2
2 4 0.7 0.85
2 5 5 15
