2.854149e+01  1.439525e+02  1.622375e-01 -2.172952e-01  2.120988e-01  1.302237e+02  1.264353e+02  1.611109e-01 -2.179937e-01  8.435873e-01  7.837154e+00 
2.437698e+01  1.449144e+02  1.619749e-01 -2.213323e-01  1.371758e-01  1.314758e+02  1.280322e+02  1.624932e-01 -2.206834e-01  8.119688e-01  5.688738e+00 
2.117957e+01  1.463081e+02  1.659261e-01 -2.234101e-01  9.515123e-02  1.317702e+02  1.271587e+02  1.624634e-01 -2.179224e-01  7.873025e-01  5.894741e+00 
1.126490e+01  1.453758e+02  1.647829e-01 -2.205186e-01  7.147673e-02  1.334672e+02  1.257211e+02  1.579726e-01 -2.247377e-01  8.120152e-01  6.646870e+00 
8.648806e+00  1.472912e+02  1.684091e-01 -2.233697e-01  8.529468e-02  1.344587e+02  1.252036e+02  1.471232e-01 -2.179729e-01  8.920202e-01  5.859190e+00 
8.124155e+00  1.476616e+02  1.714345e-01 -2.279248e-01  1.384750e-01  1.332586e+02  1.278082e+02  1.496713e-01 -2.216383e-01  8.462127e-01  6.318213e+00 
9.420386e+00  1.498251e+02  1.717351e-01 -2.246018e-01  9.432200e-02  1.336990e+02  1.287985e+02  1.454993e-01 -2.183899e-01  8.867032e-01  5.695362e+00 
4.922663e+00  1.483057e+02  1.788347e-01 -2.269759e-01  5.124319e-02  1.356523e+02  1.291854e+02  1.511308e-01 -2.175801e-01  8.833064e-01  4.649798e+00 
4.224816e+00  1.482301e+02  1.836601e-01 -2.291710e-01  1.202596e-01  1.345467e+02  1.285359e+02  1.535444e-01 -2.155966e-01  8.530893e-01  6.460055e+00 
2.686243e+00  1.445938e+02  1.801535e-01 -2.294340e-01  1.170206e-01  1.357921e+02  1.286210e+02  1.420389e-01 -2.116730e-01  8.579933e-01  5.121514e+00 
4.533363e+00  1.462981e+02  1.830659e-01 -2.237639e-01  1.490478e-01  1.367553e+02  1.269387e+02  1.382827e-01 -2.076839e-01  8.720320e-01  5.398462e+00 
1.275960e+01  1.476521e+02  1.842714e-01 -2.297176e-01  1.408426e-01  1.363609e+02  1.296793e+02  1.324363e-01 -2.043586e-01  9.144460e-01  5.681860e+00 
1.101646e+01  1.501952e+02  1.881224e-01 -2.313305e-01  1.143919e-01  1.335465e+02  1.303593e+02  1.267482e-01 -1.995100e-01  9.217089e-01  6.899218e+00 
6.843958e+00  1.497669e+02  1.862251e-01 -2.272274e-01  1.453128e-01  1.331982e+02  1.304717e+02  1.355907e-01 -1.891848e-01  9.143431e-01  7.487807e+00 
8.787332e+00  1.507123e+02  1.935986e-01 -2.344200e-01  1.319071e-01  1.317040e+02  1.288205e+02  1.330846e-01 -1.870075e-01  8.917221e-01  7.332674e+00 
1.069198e+01  1.517926e+02  1.989027e-01 -2.304181e-01  1.177202e-01  1.328339e+02  1.305960e+02  1.297215e-01 -1.903306e-01  9.160957e-01  7.443737e+00 
1.320411e+01  1.518831e+02  1.988855e-01 -2.287716e-01  1.619244e-01  1.337013e+02  1.295040e+02  1.315353e-01 -1.887873e-01  8.939738e-01  6.522341e+00 
1.192232e+01  1.515265e+02  2.015813e-01 -2.259423e-01  1.655038e-01  1.323675e+02  1.291249e+02  1.302707e-01 -1.882365e-01  8.964444e-01  7.681934e+00 
1.112444e+01  1.520330e+02  2.062612e-01 -2.155585e-01  9.654007e-02  1.326936e+02  1.290206e+02  1.326882e-01 -1.877484e-01  9.156857e-01  6.631298e+00 
1.170212e+01  1.532712e+02  1.999402e-01 -2.174177e-01  8.999153e-02  1.342330e+02  1.289863e+02  1.357723e-01 -1.936602e-01  9.267593e-01  7.101684e+00 
7.741483e+00  1.514375e+02  1.967010e-01 -2.246481e-01  1.068216e-01  1.346874e+02  1.280350e+02  1.418881e-01 -1.976736e-01  9.036745e-01  7.517878e+00 
6.575165e+00  1.517404e+02  1.937937e-01 -2.315737e-01  8.747741e-02  1.342484e+02  1.280009e+02  1.459924e-01 -2.031964e-01  8.964326e-01  7.405492e+00 
6.944268e+00  1.527437e+02  1.947969e-01 -2.346586e-01  1.019783e-01  1.344260e+02  1.302080e+02  1.460823e-01 -2.116878e-01  8.990827e-01  7.694745e+00 
8.847059e+00  1.498139e+02  1.903970e-01 -2.398426e-01  7.154459e-02  1.334921e+02  1.272969e+02  1.535384e-01 -2.174497e-01  8.604459e-01  7.398748e+00 
6.881916e+00  1.495811e+02  1.977084e-01 -2.435294e-01  3.067315e-02  1.325754e+02  1.295881e+02  1.517888e-01 -2.075762e-01  8.505623e-01  5.905403e+00 
1.131518e+01  1.491043e+02  1.908749e-01 -2.449821e-01  1.689284e-02  1.324946e+02  1.296520e+02  1.560410e-01 -2.114835e-01  8.608542e-01  4.270405e+00 
1.015743e+01  1.490269e+02  1.880658e-01 -2.430716e-01  6.857328e-03  1.329229e+02  1.298992e+02  1.566163e-01 -2.069844e-01  8.490743e-01  3.926757e+00 
9.133576e+00  1.489558e+02  1.840591e-01 -2.404215e-01  8.780496e-03  1.314499e+02  1.304103e+02  1.573904e-01 -2.048678e-01  8.511343e-01  6.544063e+00 
6.841378e+00  1.513080e+02  1.854642e-01 -2.327335e-01  1.783407e-02  1.314532e+02  1.289306e+02  1.589685e-01 -2.081230e-01  8.770997e-01  7.449647e+00 
6.952593e+00  1.505667e+02  1.883428e-01 -2.302916e-01  9.762391e-02  1.309575e+02  1.252025e+02  1.565636e-01 -2.085701e-01  8.345151e-01  7.832293e+00 
1.051193e+01  1.489987e+02  1.948439e-01 -2.297634e-01  1.508396e-01  1.308994e+02  1.245351e+02  1.485787e-01 -2.078917e-01  7.900421e-01  6.984412e+00 
1.017325e+01  1.514098e+02  1.912124e-01 -2.303701e-01  1.794708e-01  1.312731e+02  1.238071e+02  1.481525e-01 -2.180305e-01  7.875685e-01  6.806195e+00 
8.858799e+00  1.515849e+02  1.973308e-01 -2.296013e-01  1.944561e-01  1.320608e+02  1.250506e+02  1.527809e-01 -2.212569e-01  7.949880e-01  8.361497e+00 
9.863611e+00  1.505441e+02  1.896714e-01 -2.294677e-01  7.858251e-02  1.328899e+02  1.259878e+02  1.546317e-01 -2.189099e-01  8.115278e-01  6.472119e+00 
7.227580e+00  1.511136e+02  1.965901e-01 -2.307369e-01  5.648298e-02  1.325013e+02  1.260998e+02  1.577812e-01 -2.172365e-01  8.156547e-01  6.266605e+00 
9.092279e+00  1.531342e+02  2.018860e-01 -2.345700e-01  3.433091e-02  1.319838e+02  1.263660e+02  1.545097e-01 -2.057187e-01  8.478110e-01  6.074396e+00 
7.916389e+00  1.520719e+02  2.036735e-01 -2.314108e-01  6.710379e-02  1.312444e+02  1.259577e+02  1.416320e-01 -2.071931e-01  8.593034e-01  6.010671e+00 
7.458499e+00  1.531768e+02  2.044818e-01 -2.231416e-01  9.365662e-02  1.326288e+02  1.259418e+02  1.468389e-01 -2.059971e-01  8.702111e-01  7.009393e+00 
8.863927e+00  1.525874e+02  2.007844e-01 -2.143135e-01  8.550780e-02  1.315344e+02  1.241257e+02  1.451547e-01 -2.080399e-01  8.506611e-01  5.657392e+00 
9.666129e+00  1.521002e+02  2.054657e-01 -2.113140e-01  9.676737e-02  1.311804e+02  1.246403e+02  1.443872e-01 -2.175545e-01  8.660885e-01  4.498939e+00 
5.207050e+00  1.521291e+02  2.048738e-01 -2.152771e-01  4.906131e-02  1.300380e+02  1.244390e+02  1.436233e-01 -2.175345e-01  8.516803e-01  4.390322e+00 
6.871336e+00  1.514965e+02  2.040879e-01 -2.225965e-01  1.599097e-01  1.303548e+02  1.248989e+02  1.424522e-01 -2.166225e-01  8.432586e-01  6.703403e+00 
9.432031e+00  1.512896e+02  2.014478e-01 -2.189091e-01  1.285155e-01  1.287037e+02  1.261151e+02  1.418186e-01 -2.102732e-01  8.850611e-01  7.844433e+00 
9.164277e+00  1.523175e+02  1.977147e-01 -2.104327e-01  2.146705e-01  1.272319e+02  1.246712e+02  1.482324e-01 -2.171799e-01  8.620336e-01  9.517378e+00 
