2.854149e+01  2.120988e-01 
6.480666e+00  9.937704e-02 
6.241487e+00  9.043135e-02 
1.110772e+01  1.434146e-01 
6.691629e+00  6.861865e-02 
6.254013e+00  8.106439e-02 
6.680583e+00  6.882222e-02 
6.273632e+00  7.994579e-02 
7.023525e+00  6.333799e-02 
6.214746e+00  8.702239e-02 
7.767315e+00  1.181709e-01 
7.001599e+00  6.364838e-02 
6.734864e+00  1.046421e-01 
8.261579e+00  1.229598e-01 
7.241520e+00  6.045634e-02 
7.153769e+00  1.110161e-01 
6.768717e+00  1.052351e-01 
8.719150e+00  1.269103e-01 
9.218250e+00  1.308377e-01 
6.219406e+00  8.424487e-02 
6.950366e+00  6.439100e-02 
6.482178e+00  7.300785e-02 
1.467001e+01  1.258630e-02 
9.130509e+00  1.301715e-01 
6.214051e+00  8.566433e-02 
6.755665e+00  6.748245e-02 
6.658474e+00  6.923706e-02 
1.027263e+01  3.517371e-02 
6.407993e+00  9.743349e-02 
6.530770e+00  1.005662e-01 
7.208948e+00  1.117395e-01 
9.398024e+00  4.098681e-02 
9.377427e+00  4.113277e-02 
7.159949e+00  1.110981e-01 
6.237246e+00  8.226711e-02 
8.407756e+00  1.242647e-01 
6.233003e+00  8.972398e-02 
8.203953e+00  1.224330e-01 
7.617284e+00  1.165733e-01 
7.572716e+00  1.160828e-01 
6.235307e+00  8.243107e-02 
6.284421e+00  9.296340e-02 
6.314655e+00  9.428658e-02 
7.636849e+00  5.592721e-02 
6.781583e+00  6.704187e-02 
8.081625e+00  5.153661e-02 
7.271151e+00  1.125317e-01 
8.685532e+00  1.266327e-01 
6.351943e+00  9.566890e-02 
6.290174e+00  7.913982e-02 
7.923144e+00  1.197521e-01 
6.717267e+00  1.043264e-01 
6.308028e+00  7.836293e-02 
6.294359e+00  7.895021e-02 
7.013573e+00  6.347835e-02 
6.589599e+00  1.018488e-01 
6.542595e+00  7.160459e-02 
7.317537e+00  5.952515e-02 
6.218905e+00  8.433083e-02 
6.258459e+00  9.157560e-02 
6.980827e+00  1.086014e-01 
6.279177e+00  9.270681e-02 
6.287766e+00  9.312213e-02 
8.082525e+00  5.152830e-02 
6.655823e+00  1.031785e-01 
1.489551e+01  1.161032e-02 
7.392860e+00  1.140181e-01 
7.950302e+00  1.200203e-01 
6.271877e+00  9.233190e-02 
7.220136e+00  1.118837e-01 
6.234252e+00  8.983662e-02 
1.077097e+01  1.413713e-01 
7.557953e+00  1.159186e-01 
7.274584e+00  1.125747e-01 
6.325271e+00  9.470284e-02 
6.213893e+00  8.577690e-02 
6.327478e+00  9.478687e-02 
9.376569e+00  1.320163e-01 
8.345192e+00  4.918134e-02 
8.296952e+00  4.960102e-02 
7.237187e+00  6.051044e-02 
8.429540e+00  1.244555e-01 
7.719071e+00  5.506850e-02 
6.783304e+00  1.054851e-01 
6.289536e+00  7.916918e-02 
1.059387e+01  1.402678e-01 
6.360683e+00  7.642692e-02 
6.275835e+00  9.253794e-02 
6.241411e+00  8.193633e-02 
6.449911e+00  7.382281e-02 
7.804513e+00  1.185551e-01 
7.140480e+00  1.108388e-01 
7.379478e+00  5.878995e-02 
9.414056e+00  4.087353e-02 
6.545118e+00  1.008892e-01 
7.269903e+00  6.010474e-02 
7.791685e+00  1.184231e-01 
1.307988e+01  1.986791e-02 
8.592405e+00  1.258539e-01 
7.072758e+00  6.265607e-02 
6.501964e+00  9.989501e-02 
6.735052e+00  1.046455e-01 
7.247544e+00  6.038131e-02 
8.534244e+00  1.253600e-01 
6.492184e+00  9.965958e-02 
6.808161e+00  1.059039e-01 
6.342164e+00  7.706066e-02 
6.234754e+00  8.247911e-02 
7.483856e+00  1.150807e-01 
6.631233e+00  1.026971e-01 
6.571583e+00  1.014673e-01 
6.464274e+00  7.345356e-02 
1.258406e+01  2.230559e-02 
6.756724e+00  6.746425e-02 
6.462740e+00  7.349248e-02 
6.292604e+00  7.902912e-02 
6.220410e+00  8.827325e-02 
6.790510e+00  1.056074e-01 
6.998913e+00  1.088657e-01 
6.763080e+00  1.051377e-01 
7.526181e+00  5.712334e-02 
6.294158e+00  7.895920e-02 
8.949196e+00  4.428285e-02 
6.835898e+00  6.615021e-02 
6.648466e+00  1.030359e-01 
7.269324e+00  1.125088e-01 
7.066145e+00  1.098229e-01 
6.284691e+00  9.297638e-02 
6.410120e+00  7.490914e-02 
6.215337e+00  8.513016e-02 
6.939192e+00  1.079810e-01 
6.468722e+00  9.907757e-02 
9.432474e+00  1.324257e-01 
6.628714e+00  1.026470e-01 
7.252860e+00  1.123012e-01 
7.496454e+00  5.745318e-02 
6.906767e+00  6.504366e-02 
6.267319e+00  9.208581e-02 
6.280075e+00  9.275144e-02 
6.522175e+00  7.206315e-02 
7.764865e+00  1.181454e-01 
6.296122e+00  9.350377e-02 
7.977626e+00  5.251157e-02 
7.300065e+00  1.128921e-01 
7.514210e+00  5.725570e-02 
6.282918e+00  9.289084e-02 
6.213829e+00  8.583205e-02 
8.588346e+00  4.713499e-02 
7.348502e+00  1.134855e-01 
6.354847e+00  7.662209e-02 
6.399660e+00  7.521266e-02 
6.328563e+00  9.482788e-02 
6.510600e+00  1.000996e-01 
7.460294e+00  5.785962e-02 
8.312137e+00  1.234161e-01 
6.427141e+00  7.443209e-02 
6.402425e+00  9.727066e-02 
7.121948e+00  6.199408e-02 
7.092722e+00  1.101909e-01 
8.654473e+00  4.659686e-02 
6.626421e+00  6.985732e-02 
9.790241e+00  3.829243e-02 
7.591499e+00  1.162905e-01 
7.740526e+00  5.484833e-02 
6.260228e+00  9.168125e-02 
7.082025e+00  6.252992e-02 
7.361556e+00  1.136433e-01 
7.689171e+00  1.173487e-01 
7.354660e+00  1.135600e-01 
7.240420e+00  6.047007e-02 
9.167946e+00  4.264512e-02 
6.278149e+00  7.971571e-02 
6.336343e+00  7.726918e-02 
6.377869e+00  7.587380e-02 
6.229243e+00  8.299809e-02 
7.641485e+00  5.587814e-02 
6.219069e+00  8.430216e-02 
6.238402e+00  9.018854e-02 
6.411684e+00  7.486445e-02 
9.716280e+00  1.344531e-01 
8.428936e+00  1.244502e-01 
7.980527e+00  5.248399e-02 
6.221582e+00  8.844770e-02 
7.621032e+00  5.609523e-02 
6.320934e+00  7.784650e-02 
6.291304e+00  7.908812e-02 
6.734384e+00  6.785218e-02 
7.031654e+00  6.322398e-02 
7.166550e+00  6.140923e-02 
6.235712e+00  8.996414e-02 
8.094233e+00  5.142029e-02 
1.264393e+01  2.200637e-02 
9.542133e+00  3.997853e-02 
8.701917e+00  4.621527e-02 
6.388789e+00  7.553732e-02 
6.632283e+00  6.974212e-02 
7.603888e+00  1.164267e-01 
7.753981e+00  5.471104e-02 
7.650548e+00  5.578244e-02 
9.506313e+00  4.022708e-02 
6.253803e+00  9.128722e-02 
1.174594e+01  1.471119e-01 
6.559124e+00  7.124377e-02 
1.214632e+01  1.493289e-01 
6.333611e+00  7.736879e-02 
6.482287e+00  7.300517e-02 
6.214242e+00  8.555519e-02 
8.378566e+00  1.240076e-01 
8.817202e+00  1.277098e-01 
8.165678e+00  1.220790e-01 
6.217814e+00  8.453339e-02 
6.495268e+00  9.973427e-02 
6.930808e+00  6.468130e-02 
7.076006e+00  6.261178e-02 
1.492639e+01  1.147763e-02 
7.635579e+00  1.167725e-01 
1.080542e+01  3.193712e-02 
7.503875e+00  1.153094e-01 
7.134503e+00  6.182801e-02 
6.877362e+00  6.549554e-02 
7.498532e+00  1.152485e-01 
6.582920e+00  7.073920e-02 
9.689632e+00  1.342662e-01 
6.221007e+00  8.836389e-02 
6.502321e+00  7.252387e-02 
6.711502e+00  1.042217e-01 
6.236589e+00  8.232183e-02 
1.065980e+01  1.406811e-01 
6.278008e+00  9.264824e-02 
6.292029e+00  9.331936e-02 
9.506205e+00  1.329604e-01 
7.754845e+00  5.470225e-02 
6.899101e+00  1.073667e-01 
7.788203e+00  5.436456e-02 
6.335072e+00  9.506997e-02 
6.563818e+00  7.114288e-02 
6.271816e+00  9.232869e-02 
7.438892e+00  1.145605e-01 
7.590868e+00  1.162836e-01 
6.234070e+00  8.253950e-02 
6.392456e+00  7.542669e-02 
6.589593e+00  1.018487e-01 
7.681598e+00  5.545686e-02 
6.576511e+00  1.015726e-01 
6.223752e+00  8.873950e-02 
6.413863e+00  9.760263e-02 
6.277835e+00  9.263952e-02 
6.233762e+00  8.256701e-02 
6.466448e+00  9.901975e-02 
6.648286e+00  1.030324e-01 
7.796235e+00  5.428378e-02 
8.262805e+00  4.990103e-02 
6.215679e+00  8.732640e-02 
6.391666e+00  7.545044e-02 
6.274297e+00  9.245864e-02 
6.262240e+00  9.179900e-02 
6.377248e+00  9.650268e-02 
6.298236e+00  9.359720e-02 
1.025386e+01  1.380878e-01 
6.507663e+00  7.239839e-02 
6.261752e+00  9.177067e-02 
8.045800e+00  1.209477e-01 
7.980183e+00  5.248726e-02 
6.601612e+00  7.035421e-02 
6.373922e+00  7.599814e-02 
6.278256e+00  9.266069e-02 
6.266171e+00  9.202226e-02 
6.230605e+00  8.286219e-02 
7.545666e+00  1.157813e-01 
7.321324e+00  5.947962e-02 
1.106926e+01  3.040374e-02 
7.264280e+00  6.017401e-02 
6.261309e+00  9.174485e-02 
7.080209e+00  1.100183e-01 
6.382686e+00  7.572401e-02 
6.215334e+00  8.722442e-02 
8.699023e+00  4.623844e-02 
6.233760e+00  8.256725e-02 
7.077009e+00  6.259813e-02 
7.005035e+00  6.359945e-02 
8.507849e+00  4.780030e-02 
6.451303e+00  9.862802e-02 
6.309489e+00  7.830278e-02 
6.680712e+00  1.036524e-01 
9.559255e+00  1.333416e-01 
