2.854149e+01  1.622375e-01 -2.172952e-01 
2.993652e+01  1.610329e-01 -2.190376e-01 
3.539424e+01  1.827080e-01 -2.190246e-01 
3.471347e+01  1.809726e-01 -2.200227e-01 
3.638067e+01  1.827272e-01 -2.196834e-01 
3.064525e+01  1.599689e-01 -2.183392e-01 
2.769250e+01  1.674711e-01 -2.201487e-01 
2.805758e+01  1.641272e-01 -2.191382e-01 
2.631711e+01  1.645469e-01 -2.148377e-01 
2.416655e+01  1.674781e-01 -2.130969e-01 
2.383416e+01  1.867629e-01 -2.054989e-01 
1.980474e+01  1.880742e-01 -1.987291e-01 
2.065850e+01  1.934926e-01 -1.926622e-01 
1.815842e+01  1.811090e-01 -1.921272e-01 
1.708007e+01  1.866457e-01 -1.915189e-01 
1.809493e+01  1.925307e-01 -1.842246e-01 
1.929953e+01  1.932728e-01 -1.900473e-01 
1.719707e+01  1.880365e-01 -1.892087e-01 
1.809099e+01  1.866271e-01 -1.967995e-01 
1.775615e+01  1.803765e-01 -1.996737e-01 
1.952742e+01  1.873814e-01 -1.990438e-01 
1.769109e+01  1.839217e-01 -1.981536e-01 
1.890473e+01  1.778321e-01 -1.954072e-01 
2.225140e+01  1.815343e-01 -1.842950e-01 
1.953699e+01  1.852019e-01 -1.841292e-01 
1.755249e+01  1.891834e-01 -1.913157e-01 
1.750791e+01  1.885238e-01 -1.865377e-01 
1.855647e+01  1.902908e-01 -1.819737e-01 
1.774355e+01  1.902441e-01 -1.849669e-01 
1.726501e+01  1.838559e-01 -1.918828e-01 
1.711770e+01  1.871686e-01 -1.912938e-01 
1.851770e+01  1.902839e-01 -1.820832e-01 
1.739361e+01  1.880323e-01 -1.873670e-01 
1.712214e+01  1.853033e-01 -1.911817e-01 
1.747996e+01  1.900743e-01 -1.881022e-01 
2.126566e+01  1.963790e-01 -1.886217e-01 
1.737983e+01  1.885596e-01 -1.873138e-01 
1.794398e+01  1.905955e-01 -1.839454e-01 
1.750495e+01  1.871067e-01 -1.873617e-01 
1.798057e+01  1.919276e-01 -1.875046e-01 
2.413242e+01  1.736352e-01 -1.925660e-01 
2.043161e+01  1.939281e-01 -1.914909e-01 
1.752627e+01  1.831339e-01 -1.914911e-01 
1.711505e+01  1.872385e-01 -1.909439e-01 
1.713909e+01  1.841062e-01 -1.949905e-01 
1.770398e+01  1.836413e-01 -1.901141e-01 
1.795560e+01  1.913244e-01 -1.890506e-01 
1.750762e+01  1.876993e-01 -1.869519e-01 
2.453988e+01  1.788144e-01 -1.849682e-01 
2.108820e+01  1.807251e-01 -1.868280e-01 
1.778666e+01  1.898233e-01 -1.913302e-01 
1.878522e+01  1.811615e-01 -1.903631e-01 
1.941341e+01  1.799626e-01 -1.906674e-01 
2.096236e+01  1.781602e-01 -1.904293e-01 
2.065370e+01  1.761272e-01 -1.941042e-01 
1.905225e+01  1.891581e-01 -1.959644e-01 
2.072790e+01  1.883664e-01 -1.998543e-01 
1.747002e+01  1.812161e-01 -1.954211e-01 
1.734642e+01  1.817450e-01 -1.955526e-01 
1.747320e+01  1.811232e-01 -1.977073e-01 
1.745858e+01  1.844999e-01 -1.967940e-01 
1.856513e+01  1.859419e-01 -1.986952e-01 
1.798231e+01  1.829371e-01 -1.997966e-01 
1.919446e+01  1.752490e-01 -2.013686e-01 
1.948309e+01  1.875324e-01 -1.987927e-01 
1.711059e+01  1.862391e-01 -1.928794e-01 
1.899755e+01  1.841749e-01 -2.012705e-01 
1.730800e+01  1.828630e-01 -1.968603e-01 
1.753100e+01  1.806376e-01 -1.969005e-01 
1.751726e+01  1.902831e-01 -1.877037e-01 
1.789274e+01  1.900863e-01 -1.842563e-01 
1.971170e+01  1.940966e-01 -1.895485e-01 
1.812891e+01  1.908664e-01 -1.908405e-01 
1.813750e+01  1.926087e-01 -1.864572e-01 
2.123252e+01  1.779826e-01 -1.902531e-01 
1.769690e+01  1.798931e-01 -1.972997e-01 
1.839986e+01  1.773548e-01 -1.997021e-01 
1.897662e+01  1.825192e-01 -2.025397e-01 
2.082367e+01  1.852371e-01 -2.033241e-01 
2.132528e+01  1.866194e-01 -2.026312e-01 
1.959427e+01  1.742714e-01 -2.030585e-01 
1.981734e+01  1.764620e-01 -2.068191e-01 
1.772762e+01  1.798293e-01 -1.970371e-01 
2.083974e+01  1.759905e-01 -1.939681e-01 
1.791450e+01  1.790504e-01 -1.978320e-01 
1.747320e+01  1.891842e-01 -1.866188e-01 
1.781802e+01  1.899961e-01 -1.846071e-01 
2.468691e+01  1.733904e-01 -1.922272e-01 
1.708233e+01  1.864854e-01 -1.920143e-01 
1.750464e+01  1.807895e-01 -1.966226e-01 
1.951362e+01  1.744571e-01 -2.032199e-01 
1.848522e+01  1.871109e-01 -1.972434e-01 
1.746301e+01  1.810620e-01 -1.973917e-01 
1.915761e+01  1.773465e-01 -1.955493e-01 
1.735204e+01  1.834087e-01 -1.969819e-01 
1.905877e+01  1.806930e-01 -1.903936e-01 
1.776474e+01  1.903747e-01 -1.901257e-01 
1.714864e+01  1.855161e-01 -1.941018e-01 
1.900640e+01  1.807224e-01 -1.904679e-01 
1.865634e+01  1.843698e-01 -1.867087e-01 
1.762352e+01  1.905193e-01 -1.860022e-01 
1.734355e+01  1.892615e-01 -1.890088e-01 
2.006646e+01  1.796524e-01 -1.898553e-01 
2.184483e+01  1.731960e-01 -1.969687e-01 
1.804319e+01  1.895176e-01 -1.928434e-01 
1.716136e+01  1.836170e-01 -1.953367e-01 
1.749850e+01  1.820301e-01 -1.933784e-01 
1.886251e+01  1.789075e-01 -1.935860e-01 
1.743094e+01  1.843654e-01 -1.967761e-01 
1.708398e+01  1.866732e-01 -1.916197e-01 
1.716111e+01  1.872420e-01 -1.894849e-01 
1.750976e+01  1.864452e-01 -1.878653e-01 
1.949104e+01  1.920894e-01 -1.926033e-01 
1.790324e+01  1.918197e-01 -1.870615e-01 
1.842524e+01  1.914867e-01 -1.907622e-01 
1.930250e+01  1.906960e-01 -1.943494e-01 
1.891303e+01  1.760214e-01 -2.002887e-01 
1.811137e+01  1.787191e-01 -2.009495e-01 
1.776265e+01  1.796313e-01 -1.988104e-01 
1.890041e+01  1.843890e-01 -2.008876e-01 
1.706181e+01  1.848288e-01 -1.929118e-01 
2.318717e+01  1.779878e-01 -1.875709e-01 
2.270554e+01  1.992156e-01 -1.855498e-01 
2.130883e+01  1.975646e-01 -1.861604e-01 
2.320447e+01  1.983809e-01 -1.882839e-01 
1.923976e+01  1.937505e-01 -1.889134e-01 
2.078177e+01  1.746184e-01 -1.965413e-01 
1.982048e+01  1.769480e-01 -1.945044e-01 
2.120004e+01  1.863396e-01 -2.027514e-01 
1.966852e+01  1.833301e-01 -2.032227e-01 
2.144426e+01  1.724048e-01 -2.100122e-01 
1.958151e+01  1.781380e-01 -2.060298e-01 
2.160395e+01  1.714212e-01 -2.016615e-01 
1.980245e+01  1.752579e-01 -1.979021e-01 
2.135155e+01  1.929340e-01 -1.947148e-01 
2.370224e+01  1.724541e-01 -1.950729e-01 
2.100620e+01  1.898741e-01 -1.984270e-01 
1.836170e+01  1.841073e-01 -1.999385e-01 
1.807914e+01  1.789951e-01 -1.964678e-01 
1.735436e+01  1.851412e-01 -1.897997e-01 
1.723540e+01  1.826854e-01 -1.960215e-01 
1.714164e+01  1.872470e-01 -1.915936e-01 
1.815732e+01  1.858151e-01 -1.863866e-01 
1.991992e+01  1.962414e-01 -1.852395e-01 
2.286450e+01  1.749723e-01 -1.922562e-01 
1.866177e+01  1.778866e-01 -1.961794e-01 
1.814809e+01  1.914898e-01 -1.896686e-01 
1.756226e+01  1.852695e-01 -1.965391e-01 
1.801932e+01  1.790562e-01 -1.967143e-01 
1.747680e+01  1.809118e-01 -1.967985e-01 
1.930880e+01  1.754232e-01 -1.995772e-01 
1.881255e+01  1.778414e-01 -2.039208e-01 
2.015744e+01  1.785969e-01 -2.070542e-01 
2.048343e+01  1.774614e-01 -2.080853e-01 
1.878693e+01  1.826967e-01 -2.020091e-01 
1.942288e+01  1.761606e-01 -2.056018e-01 
1.869308e+01  1.771335e-01 -2.030588e-01 
1.733185e+01  1.849098e-01 -1.958507e-01 
1.793824e+01  1.837397e-01 -1.990960e-01 
1.969686e+01  1.750292e-01 -1.988555e-01 
1.891297e+01  1.915215e-01 -1.921495e-01 
1.843310e+01  1.784101e-01 -1.959994e-01 
2.634814e+01  1.931743e-01 -2.004909e-01 
1.751386e+01  1.815841e-01 -1.983690e-01 
1.749962e+01  1.855262e-01 -1.960429e-01 
1.933538e+01  1.748588e-01 -2.024412e-01 
2.000749e+01  1.897877e-01 -1.969477e-01 
2.234977e+01  1.719124e-01 -1.984703e-01 
1.893045e+01  1.792186e-01 -2.041529e-01 
1.868535e+01  1.776863e-01 -2.033828e-01 
2.154372e+01  1.720931e-01 -2.100970e-01 
2.408119e+01  1.673677e-01 -2.125185e-01 
2.397522e+01  1.690979e-01 -2.143263e-01 
2.593915e+01  1.646950e-01 -2.132273e-01 
2.476816e+01  1.667099e-01 -2.138483e-01 
1.989228e+01  1.738741e-01 -2.052867e-01 
1.971245e+01  1.745574e-01 -2.001641e-01 
1.759466e+01  1.813514e-01 -1.940834e-01 
1.784947e+01  1.908869e-01 -1.894666e-01 
1.743126e+01  1.829379e-01 -1.922479e-01 
1.987231e+01  1.901131e-01 -1.962769e-01 
1.931344e+01  1.785038e-01 -1.930904e-01 
1.828293e+01  1.881470e-01 -1.954854e-01 
1.760927e+01  1.824792e-01 -1.987023e-01 
1.833247e+01  1.799986e-01 -1.933470e-01 
1.766834e+01  1.800153e-01 -1.982921e-01 
1.717215e+01  1.830622e-01 -1.949290e-01 
1.756937e+01  1.871323e-01 -1.870752e-01 
1.738856e+01  1.834348e-01 -1.917414e-01 
1.794506e+01  1.873789e-01 -1.955013e-01 
1.977669e+01  1.951417e-01 -1.875231e-01 
1.986327e+01  1.865827e-01 -1.822146e-01 
2.410970e+01  1.800670e-01 -1.838949e-01 
2.073295e+01  1.979936e-01 -1.832095e-01 
1.749473e+01  1.831145e-01 -1.916643e-01 
1.747246e+01  1.875701e-01 -1.871945e-01 
2.079268e+01  1.769045e-01 -1.925847e-01 
1.752431e+01  1.806656e-01 -1.973135e-01 
1.808562e+01  1.783427e-01 -1.991564e-01 
1.868564e+01  1.858948e-01 -1.990076e-01 
2.034161e+01  1.730060e-01 -2.062692e-01 
1.940126e+01  1.767891e-01 -2.056874e-01 
1.958333e+01  1.765819e-01 -2.061948e-01 
1.941303e+01  1.756292e-01 -2.052627e-01 
1.793495e+01  1.812590e-01 -2.004760e-01 
1.910252e+01  1.893633e-01 -1.957971e-01 
1.796812e+01  1.837597e-01 -1.991698e-01 
1.807086e+01  1.895314e-01 -1.929144e-01 
1.871707e+01  1.912978e-01 -1.919964e-01 
1.912609e+01  1.809057e-01 -1.899571e-01 
1.925960e+01  1.822515e-01 -1.879506e-01 
1.798209e+01  1.818743e-01 -1.915580e-01 
1.898614e+01  1.762179e-01 -1.989187e-01 
1.813195e+01  1.875223e-01 -1.958637e-01 
1.794424e+01  1.790036e-01 -1.976124e-01 
2.156274e+01  1.796805e-01 -1.874794e-01 
3.332324e+01  1.706896e-01 -1.876285e-01 
1.806909e+01  1.852043e-01 -1.872324e-01 
1.744534e+01  1.820537e-01 -1.936754e-01 
1.879291e+01  1.947180e-01 -1.829227e-01 
2.297000e+01  2.001115e-01 -1.839759e-01 
1.755982e+01  1.847231e-01 -1.893646e-01 
1.720402e+01  1.842908e-01 -1.917148e-01 
2.093187e+01  1.937067e-01 -1.928052e-01 
2.267989e+01  1.752802e-01 -1.920530e-01 
1.984400e+01  1.952471e-01 -1.874884e-01 
1.889728e+01  1.927381e-01 -1.899052e-01 
1.719711e+01  1.854898e-01 -1.903578e-01 
1.944767e+01  1.822849e-01 -1.875555e-01 
2.062161e+01  1.764683e-01 -1.936015e-01 
1.800591e+01  1.803210e-01 -1.939895e-01 
1.724372e+01  1.885774e-01 -1.893038e-01 
1.831093e+01  1.893681e-01 -1.831612e-01 
1.865664e+01  1.905462e-01 -1.815759e-01 
1.782013e+01  1.916406e-01 -1.862459e-01 
1.917167e+01  1.903364e-01 -1.804702e-01 
1.777607e+01  1.904844e-01 -1.848055e-01 
1.920136e+01  1.877188e-01 -1.823621e-01 
1.973394e+01  1.837174e-01 -1.853831e-01 
1.719135e+01  1.853133e-01 -1.905802e-01 
1.713020e+01  1.867885e-01 -1.899802e-01 
2.291787e+01  1.720474e-01 -1.970871e-01 
1.730544e+01  1.857350e-01 -1.949273e-01 
2.004333e+01  1.780007e-01 -1.923006e-01 
1.797488e+01  1.885414e-01 -1.940668e-01 
2.403089e+01  1.729461e-01 -1.937868e-01 
2.285671e+01  1.781663e-01 -1.877450e-01 
1.741939e+01  1.885617e-01 -1.870406e-01 
1.759907e+01  1.905324e-01 -1.863407e-01 
2.139326e+01  1.972105e-01 -1.871611e-01 
2.027187e+01  1.786728e-01 -1.908688e-01 
2.041070e+01  1.848381e-01 -1.830982e-01 
1.731732e+01  1.876224e-01 -1.880171e-01 
2.043915e+01  1.822842e-01 -1.858978e-01 
2.350687e+01  1.790390e-01 -1.858370e-01 
1.946541e+01  1.944933e-01 -1.880130e-01 
1.939899e+01  1.957449e-01 -1.842820e-01 
1.756321e+01  1.811612e-01 -1.946965e-01 
1.804988e+01  1.851331e-01 -1.982254e-01 
1.775440e+01  1.796005e-01 -1.979939e-01 
1.855401e+01  1.770114e-01 -2.017829e-01 
1.743203e+01  1.812121e-01 -1.971323e-01 
1.953599e+01  1.920410e-01 -1.927810e-01 
1.709395e+01  1.868455e-01 -1.914920e-01 
1.778529e+01  1.870729e-01 -1.863390e-01 
1.711339e+01  1.871302e-01 -1.912819e-01 
1.824687e+01  1.786830e-01 -1.962732e-01 
1.835247e+01  1.787080e-01 -1.957064e-01 
1.765134e+01  1.829784e-01 -1.986296e-01 
1.716392e+01  1.831504e-01 -1.945903e-01 
1.768964e+01  1.813358e-01 -1.935882e-01 
2.179570e+01  1.928891e-01 -1.954576e-01 
1.724177e+01  1.867668e-01 -1.889936e-01 
1.803997e+01  1.851829e-01 -1.873339e-01 
1.833051e+01  1.927533e-01 -1.825155e-01 
1.918124e+01  1.946953e-01 -1.864648e-01 
1.732638e+01  1.818561e-01 -1.955483e-01 
1.724400e+01  1.835775e-01 -1.961790e-01 
1.776747e+01  1.884567e-01 -1.934722e-01 
1.781818e+01  1.796485e-01 -1.995929e-01 
1.883543e+01  1.763526e-01 -1.995116e-01 
1.827498e+01  1.915733e-01 -1.900365e-01 
1.803438e+01  1.908464e-01 -1.904888e-01 
1.951142e+01  1.858969e-01 -1.834746e-01 
1.906407e+01  1.831226e-01 -1.872835e-01 
1.705751e+01  1.858891e-01 -1.923256e-01 
2.076068e+01  1.745969e-01 -1.966324e-01 
1.771589e+01  1.813711e-01 -1.995237e-01 
2.043485e+01  1.810674e-01 -2.061678e-01 
2.211261e+01  1.776024e-01 -2.106582e-01 
2.274078e+01  1.729780e-01 -1.957056e-01 
1.890173e+01  1.794340e-01 -1.926215e-01 
1.790863e+01  1.797445e-01 -1.956644e-01 
1.918104e+01  1.893983e-01 -1.959128e-01 
1.725831e+01  1.886296e-01 -1.887873e-01 
1.708981e+01  1.841799e-01 -1.940191e-01 
1.711259e+01  1.838416e-01 -1.936625e-01 
1.758684e+01  1.813508e-01 -1.988238e-01 
1.834434e+01  1.782726e-01 -2.020472e-01 
2.027136e+01  1.731277e-01 -2.060930e-01 
2.113221e+01  1.844279e-01 -2.045154e-01 
1.860590e+01  1.767220e-01 -2.006885e-01 
1.807740e+01  1.784694e-01 -1.982954e-01 
1.896177e+01  1.762967e-01 -1.988157e-01 
1.874062e+01  1.781555e-01 -1.953278e-01 
2.265642e+01  1.943498e-01 -1.944899e-01 
1.847186e+01  1.772125e-01 -1.993749e-01 
1.762304e+01  1.832707e-01 -1.983448e-01 
1.815680e+01  1.815446e-01 -2.011119e-01 
1.919799e+01  1.754034e-01 -2.004377e-01 
1.900844e+01  1.872969e-01 -1.981603e-01 
1.778436e+01  1.873905e-01 -1.949744e-01 
