3.550000e+10 3.778256e+01
3.550600e+10 3.777772e+01
3.551200e+10 3.777302e+01
3.551800e+10 3.776845e+01
3.552400e+10 3.776401e+01
3.553000e+10 3.775971e+01
3.553600e+10 3.775555e+01
3.554200e+10 3.775152e+01
3.554800e+10 3.774763e+01
3.555400e+10 3.774387e+01
3.556000e+10 3.774025e+01
3.556600e+10 3.773676e+01
3.557200e+10 3.773341e+01
3.557800e+10 3.773019e+01
3.558400e+10 3.772711e+01
3.559000e+10 3.772196e+01
3.559600e+10 3.771915e+01
3.560200e+10 3.771648e+01
3.560800e+10 3.771393e+01
3.561400e+10 3.771153e+01
3.562000e+10 3.770925e+01
3.562600e+10 3.770712e+01
3.563200e+10 3.770511e+01
3.563800e+10 3.770324e+01
3.564400e+10 3.770151e+01
3.565000e+10 3.769991e+01
3.565600e+10 3.769844e+01
3.566200e+10 3.769711e+01
3.566800e+10 3.769591e+01
3.567400e+10 3.769485e+01
3.568000e+10 3.769392e+01
3.568600e+10 3.769312e+01
3.569200e+10 3.769246e+01
3.569800e+10 3.769193e+01
3.570400e+10 3.769154e+01
3.571000e+10 3.769128e+01
3.571600e+10 3.769115e+01
3.572200e+10 3.769116e+01
