5.885138e+01  1.506291e+02  1.738390e-01 -2.428980e-01  2.205790e-01  9.151163e+01  3.579005e+10  1.639017e-01 -2.542080e-01  7.975589e-01  4.036271e+00  2.092129e-01 
3.886712e+01  1.502262e+02  1.828015e-01 -2.320724e-01  1.656483e-01  9.167627e+01  3.579005e+10  1.573915e-01 -2.596718e-01  7.680079e-01  4.719732e+00  2.108199e-01 
2.828147e+01  1.488955e+02  1.839995e-01 -2.306868e-01  1.847742e-01  9.339911e+01  3.579005e+10  1.652647e-01 -2.665117e-01  7.690566e-01  5.361645e+00  2.158651e-01 
2.782567e+01  1.489506e+02  1.902122e-01 -2.280617e-01  2.119362e-01  9.231072e+01  3.579005e+10  1.636592e-01 -2.734694e-01  7.341317e-01  4.644918e+00  2.152001e-01 
2.797759e+01  1.486229e+02  1.979144e-01 -2.296500e-01  2.214465e-01  9.218142e+01  3.579005e+10  1.615864e-01 -2.829013e-01  7.664604e-01  4.765198e+00  2.055827e-01 
2.121065e+01  1.494709e+02  1.928218e-01 -2.264802e-01  1.651171e-01  9.096680e+01  3.579005e+10  1.739940e-01 -2.893533e-01  7.338848e-01  5.338915e+00  2.010596e-01 
2.027206e+01  1.467197e+02  1.920210e-01 -2.286766e-01  1.107695e-01  9.026129e+01  3.579005e+10  1.603822e-01 -2.938879e-01  7.434037e-01  3.421497e+00  2.018092e-01 
2.253261e+01  1.453842e+02  1.890475e-01 -2.286820e-01  8.440838e-02  9.051233e+01  3.579005e+10  1.614950e-01 -2.933112e-01  7.348060e-01  3.463375e+00  2.104060e-01 
2.693280e+01  1.462808e+02  1.939582e-01 -2.318748e-01  7.805117e-02  9.122137e+01  3.579005e+10  1.649095e-01 -2.849759e-01  6.835337e-01  2.339328e+00  2.078227e-01 
2.803930e+01  1.486027e+02  1.938983e-01 -2.401547e-01  1.318886e-01  9.254178e+01  3.579005e+10  1.589853e-01 -2.931461e-01  7.409949e-01  2.196204e+00  2.063474e-01 
2.330883e+01  1.493186e+02  1.933701e-01 -2.335983e-01  1.488557e-01  9.190831e+01  3.579005e+10  1.585744e-01 -2.854906e-01  7.478484e-01  2.919411e+00  2.082719e-01 
2.472209e+01  1.491409e+02  1.918672e-01 -2.329812e-01  1.322752e-01  9.224449e+01  3.579005e+10  1.618121e-01 -2.900009e-01  7.404877e-01  3.053197e+00  2.006774e-01 
2.323461e+01  1.489586e+02  1.880029e-01 -2.365173e-01  1.757413e-01  9.181194e+01  3.579005e+10  1.653139e-01 -2.875077e-01  7.404874e-01  4.045666e+00  1.997112e-01 
1.969612e+01  1.476981e+02  1.863579e-01 -2.316664e-01  1.378694e-01  8.983504e+01  3.579005e+10  1.674251e-01 -2.841699e-01  7.870492e-01  5.017946e+00  1.922447e-01 
1.734730e+01  1.488194e+02  1.834926e-01 -2.349489e-01  1.636025e-01  8.832989e+01  3.579005e+10  1.658435e-01 -2.844362e-01  8.262723e-01  6.064688e+00  1.857973e-01 
1.902491e+01  1.483580e+02  1.906371e-01 -2.284466e-01  1.493059e-01  8.878875e+01  3.579005e+10  1.542795e-01 -2.826583e-01  8.160589e-01  4.754001e+00  1.842467e-01 
1.881986e+01  1.467964e+02  2.034848e-01 -2.229146e-01  1.652931e-01  8.928737e+01  3.579005e+10  1.569444e-01 -2.886126e-01  8.124676e-01  5.489919e+00  1.904128e-01 
1.830781e+01  1.493221e+02  2.093491e-01 -2.233561e-01  1.696206e-01  8.835035e+01  3.579005e+10  1.612977e-01 -2.852978e-01  7.824362e-01  4.801179e+00  1.907338e-01 
1.672349e+01  1.504057e+02  2.094681e-01 -2.119751e-01  1.108286e-01  8.973106e+01  3.579005e+10  1.591134e-01 -2.863160e-01  8.340853e-01  6.098507e+00  1.925827e-01 
1.612787e+01  1.513207e+02  2.116176e-01 -2.070097e-01  1.512532e-01  9.077510e+01  3.579005e+10  1.551356e-01 -2.886921e-01  8.619993e-01  6.206339e+00  1.832017e-01 
1.577008e+01  1.511768e+02  2.077280e-01 -2.196069e-01  1.828014e-01  8.889788e+01  3.579005e+10  1.528046e-01 -2.938035e-01  8.579611e-01  5.847910e+00  1.853031e-01 
1.276818e+01  1.525668e+02  2.013745e-01 -2.136367e-01  2.089958e-01  8.841041e+01  3.579005e+10  1.514309e-01 -2.934145e-01  8.643387e-01  5.886491e+00  1.922626e-01 
1.401312e+01  1.513987e+02  1.915466e-01 -2.121426e-01  1.699798e-01  8.738299e+01  3.579005e+10  1.523352e-01 -2.988026e-01  8.799968e-01  7.230494e+00  1.925192e-01 
1.236805e+01  1.532010e+02  1.975737e-01 -2.148283e-01  1.114779e-01  8.633827e+01  3.579005e+10  1.590036e-01 -3.023574e-01  8.657083e-01  6.584446e+00  1.891706e-01 
1.368656e+01  1.533159e+02  1.895905e-01 -2.265260e-01  6.661824e-02  8.624924e+01  3.579005e+10  1.725726e-01 -2.984994e-01  8.539432e-01  7.098587e+00  1.969438e-01 
1.761691e+01  1.529661e+02  1.866125e-01 -2.210187e-01  4.500800e-02  8.594974e+01  3.579005e+10  1.659542e-01 -3.053461e-01  8.940014e-01  7.398028e+00  1.914146e-01 
1.472486e+01  1.500853e+02  1.856839e-01 -2.225477e-01  2.548658e-03  8.522946e+01  3.579005e+10  1.669505e-01 -3.021497e-01  8.899891e-01  9.834221e+00  1.913177e-01 
1.605331e+01  1.507835e+02  1.832170e-01 -2.219667e-01  2.367138e-02  8.386997e+01  3.579005e+10  1.570863e-01 -2.956571e-01  8.782468e-01  8.213404e+00  1.871380e-01 
1.602366e+01  1.463195e+02  1.831516e-01 -2.129187e-01  5.141254e-03  8.224194e+01  3.579005e+10  1.552208e-01 -2.929089e-01  8.831305e-01  8.574222e+00  1.837953e-01 
1.649124e+01  1.458804e+02  1.779003e-01 -2.116957e-01  5.873924e-02  8.339779e+01  3.579005e+10  1.583797e-01 -2.977263e-01  9.022748e-01  9.485801e+00  1.771176e-01 
1.117700e+01  1.470761e+02  1.788165e-01 -2.104180e-01  3.882191e-02  8.293512e+01  3.579005e+10  1.582870e-01 -2.972551e-01  8.921468e-01  8.587531e+00  1.797382e-01 
9.292292e+00  1.471763e+02  1.757412e-01 -2.087589e-01  1.591893e-01  8.410273e+01  3.579005e+10  1.564493e-01 -2.888197e-01  8.785913e-01  7.282846e+00  1.831458e-01 
9.053444e+00  1.479166e+02  1.772159e-01 -2.010813e-01  2.316225e-01  8.520710e+01  3.579005e+10  1.583200e-01 -2.921357e-01  8.706320e-01  6.669839e+00  1.864191e-01 
9.931430e+00  1.474778e+02  1.771603e-01 -2.039007e-01  2.561179e-01  8.566246e+01  3.579005e+10  1.553379e-01 -2.920765e-01  8.626945e-01  6.407714e+00  1.842925e-01 
1.221788e+01  1.446866e+02  1.694624e-01 -2.005939e-01  2.677285e-01  8.510830e+01  3.579005e+10  1.522109e-01 -2.957314e-01  8.648227e-01  5.845682e+00  1.731864e-01 
1.107066e+01  1.450013e+02  1.700375e-01 -1.944918e-01  2.622271e-01  8.417113e+01  3.579005e+10  1.516200e-01 -2.881834e-01  8.797271e-01  6.087345e+00  1.805178e-01 
1.499617e+01  1.456380e+02  1.684098e-01 -1.919949e-01  2.350072e-01  8.422316e+01  3.579005e+10  1.503686e-01 -2.843723e-01  8.857967e-01  7.437854e+00  1.813339e-01 
1.096364e+01  1.454364e+02  1.697090e-01 -1.997079e-01  2.053755e-01  8.367127e+01  3.579005e+10  1.549091e-01 -2.772427e-01  8.890506e-01  8.563956e+00  1.773699e-01 
9.770229e+00  1.437930e+02  1.723893e-01 -1.892893e-01  2.007623e-01  8.456171e+01  3.579005e+10  1.673968e-01 -2.816807e-01  8.824629e-01  9.251449e+00  1.695967e-01 
1.212758e+01  1.445499e+02  1.742642e-01 -1.899246e-01  1.792231e-01  8.348392e+01  3.579005e+10  1.671758e-01 -2.895886e-01  8.788190e-01  8.579264e+00  1.657801e-01 
1.071264e+01  1.425820e+02  1.737386e-01 -1.906015e-01  2.212321e-01  8.178041e+01  3.579005e+10  1.683737e-01 -2.849567e-01  8.640901e-01  8.311066e+00  1.625763e-01 
1.068288e+01  1.415949e+02  1.809737e-01 -1.904526e-01  2.373532e-01  8.235276e+01  3.579005e+10  1.771432e-01 -2.834152e-01  8.504127e-01  9.740804e+00  1.631691e-01 
