2.023112e+01  1.403284e+02  1.794326e-01 -1.880897e-01  2.102373e-01  7.355196e+01  3.579005e+10  1.639017e-01 -2.542080e-01  7.975589e-01  4.036271e+00  2.092129e-01 
2.079835e+01  1.406430e+02  1.788175e-01 -1.816287e-01  2.651709e-01  7.237599e+01  3.579005e+10  1.613889e-01 -2.608987e-01  8.267362e-01  4.866834e+00  2.061475e-01 
1.427795e+01  1.408487e+02  1.798813e-01 -1.800502e-01  2.213659e-01  7.396178e+01  3.579005e+10  1.633473e-01 -2.601868e-01  8.480580e-01  5.919662e+00  1.952264e-01 
1.409200e+01  1.422869e+02  1.768537e-01 -1.812551e-01  1.770202e-01  7.415275e+01  3.579005e+10  1.539773e-01 -2.546864e-01  8.819151e-01  7.346756e+00  1.961670e-01 
1.382445e+01  1.426134e+02  1.683326e-01 -1.793886e-01  1.733880e-01  7.369229e+01  3.579005e+10  1.531187e-01 -2.581675e-01  8.823772e-01  6.980309e+00  1.968265e-01 
1.577476e+01  1.429455e+02  1.701575e-01 -1.734337e-01  2.035260e-01  7.311714e+01  3.579005e+10  1.581748e-01 -2.646631e-01  8.806536e-01  7.035508e+00  1.887283e-01 
1.511760e+01  1.435058e+02  1.699146e-01 -1.763440e-01  2.190454e-01  7.120622e+01  3.579005e+10  1.612434e-01 -2.630595e-01  8.944226e-01  6.411500e+00  1.888088e-01 
1.424173e+01  1.438683e+02  1.710291e-01 -1.821600e-01  1.937275e-01  7.105735e+01  3.579005e+10  1.645054e-01 -2.563688e-01  8.887028e-01  7.251889e+00  1.900356e-01 
1.271095e+01  1.456865e+02  1.722322e-01 -1.933299e-01  1.509748e-01  6.990333e+01  3.579005e+10  1.682066e-01 -2.535948e-01  8.678415e-01  8.055577e+00  1.942267e-01 
2.096771e+01  1.474359e+02  1.729452e-01 -2.040992e-01  1.100171e-01  6.988058e+01  3.579005e+10  1.546568e-01 -2.575181e-01  8.988532e-01  5.788285e+00  1.986322e-01 
1.708767e+01  1.476486e+02  1.731343e-01 -1.952769e-01  1.827443e-01  7.163787e+01  3.579005e+10  1.555074e-01 -2.524288e-01  9.033981e-01  6.986548e+00  2.014908e-01 
1.680363e+01  1.476043e+02  1.754994e-01 -2.039630e-01  1.540802e-01  7.270828e+01  3.579005e+10  1.544291e-01 -2.533499e-01  8.945491e-01  6.953168e+00  2.034392e-01 
