4   1.5000    0.1738   -0.2429
   0.1799   -0.4818   -1.0752     4.894
  -0.1048   -0.2976    5.7047     1.466
   0.4557   -0.2083    5.2359     0.000
   0.1249   -0.0090   -0.9752     5.450
