2.854149e+01  1.439525e+02  1.622375e-01 -2.172952e-01  2.120988e-01  1.302237e+02  1.264353e+02  1.611109e-01 -2.179937e-01  8.435873e-01  7.837154e+00 
2.868091e+01  1.437144e+02  1.924105e-01 -1.899588e-01  1.241687e-01  1.339000e+02  1.291695e+02  1.614475e-01 -2.057452e-01  8.067368e-01  6.005292e+00 
2.668944e+01  1.267312e+02  1.858176e-01 -1.959635e-01  1.941045e-01  1.529392e+02  1.325004e+02  1.482630e-01 -2.340072e-01  7.415527e-01  5.337741e+00 
1.733848e+01  1.135770e+02  1.287601e-01 -2.336209e-01  3.373750e-01  1.401217e+02  1.493467e+02  1.754041e-01 -2.423654e-01  7.231746e-01  9.285896e+00 
1.646493e+01  9.996608e+01  1.342028e-01 -2.706472e-01  3.530551e-02  1.498809e+02  1.538085e+02  1.540138e-01 -1.948219e-01  7.251304e-01  3.409779e+00 
1.414809e+01  1.206374e+02  1.180143e-01 -3.246842e-01  1.499370e-01  1.298498e+02  1.543412e+02  1.489258e-01 -2.291737e-01  8.101168e-01  3.724601e+00 
1.636891e+01  1.354039e+02  1.645858e-01 -2.739642e-01  1.975585e-01  1.323912e+02  1.461470e+02  1.852279e-01 -2.733289e-01  7.304974e-01  8.076593e+00 
9.151464e+00  1.361924e+02  1.573856e-01 -2.353630e-01  1.276410e-01  1.278615e+02  1.372961e+02  1.577842e-01 -2.360387e-01  8.063511e-01  6.089889e+00 
6.943539e+00  1.497493e+02  1.708871e-01 -2.907465e-01  1.636857e-01  1.440377e+02  1.351226e+02  1.656746e-01 -2.615208e-01  8.175643e-01  6.018095e+00 
1.048831e+01  1.404404e+02  1.658330e-01 -2.526759e-01  2.395988e-01  1.392118e+02  1.417403e+02  1.677404e-01 -2.502256e-01  8.466343e-01  7.239901e+00 
1.203842e+01  1.284920e+02  1.576966e-01 -2.151561e-01  4.096147e-01  1.608101e+02  1.314964e+02  1.373999e-01 -1.684613e-01  8.347052e-01  7.141074e+00 
1.103516e+01  1.404024e+02  1.826523e-01 -2.318350e-01  4.303901e-01  1.642162e+02  1.202340e+02  1.426711e-01 -1.909494e-01  7.699984e-01  1.003423e+01 
1.135381e+01  1.475885e+02  1.709238e-01 -2.666152e-01  3.507894e-01  1.707721e+02  1.192090e+02  1.613735e-01 -1.919859e-01  7.970800e-01  6.607757e+00 
1.423539e+01  1.448552e+02  1.561596e-01 -2.620932e-01  4.634937e-01  1.759901e+02  1.240191e+02  1.767502e-01 -2.460391e-01  8.222294e-01  7.258950e+00 
1.344700e+01  1.487980e+02  1.602557e-01 -2.583840e-01  4.947233e-01  1.707919e+02  1.160099e+02  1.880233e-01 -2.096045e-01  7.495869e-01  1.591640e+01 
1.462958e+01  1.398014e+02  1.968993e-01 -2.877847e-01  2.279032e-01  1.544930e+02  1.396929e+02  1.780771e-01 -2.109624e-01  7.025190e-01  9.265500e+00 
1.550772e+01  1.382106e+02  1.695494e-01 -3.087449e-01  3.357005e-01  1.561376e+02  1.368135e+02  1.702968e-01 -2.100302e-01  7.007148e-01  7.437872e+00 
1.637109e+01  1.236170e+02  1.604598e-01 -2.583704e-01  1.579615e-01  1.717047e+02  1.372201e+02  1.465921e-01 -1.692758e-01  7.198815e-01  2.515656e+00 
1.274110e+01  1.142998e+02  1.996739e-01 -1.689763e-01  8.238464e-02  1.832959e+02  1.425760e+02  1.443238e-01 -2.007382e-01  7.296326e-01 -2.841950e-01 
1.237614e+01  1.021622e+02  1.551773e-01 -1.561030e-01  2.414621e-01  1.800980e+02  1.424733e+02  1.572114e-01 -1.786706e-01  7.593038e-01  2.969184e+00 
1.235653e+01  9.144046e+01  1.569927e-01 -1.912588e-01  1.535087e-01  1.751808e+02  1.498135e+02  1.553072e-01 -1.680701e-01  7.327523e-01  3.393201e+00 
1.005581e+01  9.325992e+01  1.556426e-01 -1.992266e-01  1.170323e-01  1.637185e+02  1.553081e+02  1.672976e-01 -1.961316e-01  7.286903e-01  4.028154e+00 
